dataset	method	frequency_hz	snr_db	seed	reference_arrival_sample	reference_arrival_ms	pick_sample	signed_error_samples	error_samples	signed_error_ms	error_ms	success	waveform	noise_type
synthetic	Chen-FCM	300	-8		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		95			-203	203	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		8			-290	290	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		47			-251	251	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		73			-225	225	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		27			-271	271	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		43			-255	255	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		11			-287	287	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		4			-294	294	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		34			-264	264	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		51			-247	247	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		48			-250	250	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		10			-288	288	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		104			-194	194	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		25			-273	273	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		32			-266	266	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		49			-249	249	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		3			-295	295	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		46			-252	252	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		136			-162	162	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		43			-255	255	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		2			-296	296	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		50			-248	248	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		65			-233	233	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		13			-285	285	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		13			-285	285	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		134			-164	164	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		31			-267	267	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		8			-290	290	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		35			-263	263	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		24			-274	274	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		44			-254	254	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		38			-260	260	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		43			-255	255	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		12			-286	286	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		98			-200	200	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		107			-191	191	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		28			-270	270	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		66			-232	232	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		33			-265	265	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		49			-249	249	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		21			-277	277	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		75			-223	223	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		21			-277	277	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		17			-281	281	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		37			-261	261	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		136			-162	162	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		73			-225	225	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		34			-264	264	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		99			-199	199	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		69			-229	229	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		47			-251	251	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		54			-244	244	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		26			-272	272	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		52			-246	246	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		19			-279	279	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		65			-233	233	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		111			-187	187	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		26			-272	272	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		33			-265	265	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		36			-262	262	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		14			-284	284	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		34			-264	264	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		84			-214	214	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		47			-251	251	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		82			-216	216	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298							FALSE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		8			-290	290	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		44			-254	254	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		8			-290	290	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		38			-260	260	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		38			-260	260	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		114			-184	184	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		81			-217	217	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		100			-198	198	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		58			-240	240	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		17			-281	281	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		14			-284	284	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		59			-239	239	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		181			-117	117	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		83			-215	215	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		90			-208	208	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298							FALSE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		40			-258	258	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		19			-279	279	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		28			-270	270	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		70			-228	228	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		42			-256	256	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		23			-275	275	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		11			-287	287	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		11			-287	287	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		47			-251	251	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		51			-247	247	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		72			-226	226	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		58			-240	240	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		46			-252	252	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		87			-211	211	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		125			-173	173	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		18			-280	280	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		110			-188	188	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		14			-284	284	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		68			-230	230	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		151			-147	147	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		85			-213	213	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		61			-237	237	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		34			-264	264	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		69			-229	229	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		295			-3	3	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		8			-290	290	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		167			-131	131	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		32			-266	266	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		25			-273	273	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		77			-221	221	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		121			-177	177	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		38			-260	260	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		20			-278	278	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		14			-284	284	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		9			-289	289	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		37			-261	261	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		253			-45	45	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		29			-269	269	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		58			-240	240	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		3			-295	295	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		4			-294	294	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		39			-259	259	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-8		298		32			-266	266	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		20			-278	278	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		320			22	22	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		16			-282	282	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		83			-215	215	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		38			-260	260	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		71			-227	227	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		53			-245	245	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		121			-177	177	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		29			-269	269	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		308			10	10	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		9			-289	289	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		126			-172	172	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		53			-245	245	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		24			-274	274	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		36			-262	262	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		26			-272	272	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		37			-261	261	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		91			-207	207	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		49			-249	249	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		160			-138	138	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		68			-230	230	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		75			-223	223	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		25			-273	273	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		24			-274	274	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		23			-275	275	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		17			-281	281	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		35			-263	263	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		27			-271	271	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		49			-249	249	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		21			-277	277	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		26			-272	272	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		61			-237	237	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		295			-3	3	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		48			-250	250	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		119			-179	179	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		118			-180	180	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		292			-6	6	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		45			-253	253	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		15			-283	283	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		68			-230	230	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		29			-269	269	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		122			-176	176	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		9			-289	289	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		87			-211	211	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		214			-84	84	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		172			-126	126	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		9			-289	289	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		44			-254	254	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		7			-291	291	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		47			-251	251	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		11			-287	287	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		36			-262	262	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		40			-258	258	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		30			-268	268	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		45			-253	253	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		9			-289	289	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		163			-135	135	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		41			-257	257	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		4			-294	294	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		104			-194	194	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		20			-278	278	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		72			-226	226	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		5			-293	293	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		6			-292	292	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		11			-287	287	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		77			-221	221	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		294			-4	4	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		17			-281	281	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		23			-275	275	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		293			-5	5	TRUE	ricker	WGN
synthetic	Chen-FCM	300	-6		298		25			-273	273	TRUE	ricker	WGN
