dataset	method	frequency_hz	snr_db	seed	reference_arrival_sample	reference_arrival_ms	pick_sample	signed_error_samples	error_samples	signed_error_ms	error_ms	success	waveform	noise_type
synthetic	PhaseNet	300	-6	172539151	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2089435760	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	639329616	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1059059949	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3913352933	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2483170174	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	872880524	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1228809913	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	365574273	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2265716726	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3904397888	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2737572169	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3180741898	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2863995190	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3772169501	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2303825657	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1785504007	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1317395599	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1909418137	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3875876093	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3816412938	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1112146870	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4181752604	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	267763339	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4065981496	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3021120120	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2600707031	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1922966832	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1673512323	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	246675140	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1472805277	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1363488914	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	187699073	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2878255261	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1268582145	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	639743562	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1543853689	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3629996229	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2900842084	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3543268224	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3336760930	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1030873742	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3187591819	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1041715229	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2962539862	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2358571984	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2892410382	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3293808512	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2256325482	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1434041060	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4031443970	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1365937485	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	216270757	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	71469366	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1839761659	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1928549773	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2586554826	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2005752769	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	124220745	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2741258262	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2908159334	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2094888590	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2605291529	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3312148381	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2601400820	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2283162807	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3569992024	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4252192102	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1112873494	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1283094428	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2644821675	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	973502467	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2474256591	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3665460943	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1455502606	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2198299255	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	555829577	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3698500982	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2196073243	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3864200901	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	579974688	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2374719939	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2950414836	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	203227519	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4037256065	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2769236985	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3631160934	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2062340664	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1617174376	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2692064659	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1637671606	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3328016218	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	832619493	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4284767029	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	535139392	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3171924170	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	346958559	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	325725759	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2796871713	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1517829914	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2191375130	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	287710363	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1227349020	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3535367524	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2998448870	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	821863295	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1087853927	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4200185772	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1739742421	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	199743888	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1353330323	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3617847745	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3228187228	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4235419148	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1912276877	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1235167585	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1519649672	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3502659876	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2349358822	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1795241167	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1118128263	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	827223281	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3244073987	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	27714117	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3541025988	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2671651907	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3342965230	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3046567329	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1607940454	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	120291927	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	847568584	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3472046675	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3844150266	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4007068830	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4051404559	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1206160867	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	886321160	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	942185973	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3817146623	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2875319716	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3955946624	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1706621193	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	337671707	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3425854857	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2531768608	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3873078824	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1322002781	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	338969645	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1782143794	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1479970430	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2674451923	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3625024305	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	485117781	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	673388872	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3628868378	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2144309777	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3223927797	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1803964862	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2894030733	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3875618992	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	859013024	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2514104379	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	742150917	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	244665219	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3280501940	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2340987688	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1438711667	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2350717672	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2074348147	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1222277833	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2008067643	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3763348827	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2044847586	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1963069755	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4187021485	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2576139261	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3972127671	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2614506399	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2498919241	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2369122337	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	442425360	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1425994960	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1517982082	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	244646679	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2514246145	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	597193709	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2310323786	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1577470258	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2710954957	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4010741941	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2165747319	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2879473539	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	656508555	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	443888689	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1838179912	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2924997584	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	624298199	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3632891478	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1544882394	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2653100315	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2500671295	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4193552247	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	872404693	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2992314046	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2270624208	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2729872167	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2264590022	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2453707173	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3461852762	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1424977476	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1317817413	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2679627533	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1232447032	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2105180939	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2509470364	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2817090798	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3919145738	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1562868320	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	133443436	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1794523205	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3836145710	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3064433115	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	531278623	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3478949868	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	247197147	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1035960246	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2379995386	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4057505608	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3066319684	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	720083471	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3858845016	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	13086030	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3033720124	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3029389685	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1295404797	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2514208450	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3294105101	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	887018031	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2420349801	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	787029480	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1068863846	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1454736174	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	229057588	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2925571067	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2445946651	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	787026321	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3212370454	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1509398853	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	350877749	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2211582180	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1367651406	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	141001527	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2336066955	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1828037383	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	324688742	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2919660182	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3321241944	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3342230830	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	879321919	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1469714987	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2967477019	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4152459992	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2792869455	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1228959204	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2269887224	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2212097215	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2821841256	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2604732889	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	357225335	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	644890638	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4013369225	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2205494837	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	943393626	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1639143620	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	386847447	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	20378471	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2556111220	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3470479939	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1851097705	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2265770325	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1231969687	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3141135659	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	980215971	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3246604643	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	584241681	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1787364538	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2693409404	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3694068966	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2199455777	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	440181320	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1791516366	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	391445167	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3104262841	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2665487176	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1737599043	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4188109964	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3900208822	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1920653162	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	439036589	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	277292820	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	119088395	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3141694308	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	4099500605	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1448710585	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2731774527	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	636258574	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3691765299	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1244444291	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2867883260	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	285772631	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	124277769	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1832870121	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1204132415	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	3084692997	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	2999567753	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	454263099	221	221	221	0	0	0	0		ricker	WGN
synthetic	PhaseNet	300	-6	1766474418	221	221	221	0	0	0	0		ricker	WGN
