frequency_hz,snr_db,repeat,feature,window_size,sta_size,lta_size,label_onset,label_end,label_width_samples,retained_scale_count,snr_definition,pearson_abs
100,-2,142,SLTA,21,30,150,213,237,25,162,full_trace_mean_square,0.8145019102352696
100,-2,142,Std,21,30,150,213,237,25,162,full_trace_mean_square,0.9445991722199583
100,-2,142,S,21,30,150,213,237,25,162,full_trace_mean_square,0.468359374851012
100,-2,142,K,21,30,150,213,237,25,162,full_trace_mean_square,0.48112322014186476
100,-2,143,M,21,30,150,213,237,25,117,full_trace_mean_square,0.9083933087694326
100,-2,143,P,21,30,150,213,237,25,117,full_trace_mean_square,0.9439557030200247
100,-2,143,SLTA,21,30,150,213,237,25,117,full_trace_mean_square,0.8190746285577865
100,-2,143,Std,21,30,150,213,237,25,117,full_trace_mean_square,0.9390239513353692
100,-2,143,S,21,30,150,213,237,25,117,full_trace_mean_square,0.35429774794492386
100,-2,143,K,21,30,150,213,237,25,117,full_trace_mean_square,0.38029495076019265
100,-2,144,M,21,30,150,213,237,25,162,full_trace_mean_square,0.9116891682128583
100,-2,144,P,21,30,150,213,237,25,162,full_trace_mean_square,0.9412677179781481
100,-2,144,SLTA,21,30,150,213,237,25,162,full_trace_mean_square,0.8294323499599049
100,-2,144,Std,21,30,150,213,237,25,162,full_trace_mean_square,0.9423031760884968
100,-2,144,S,21,30,150,213,237,25,162,full_trace_mean_square,0.3600899591749009
100,-2,144,K,21,30,150,213,237,25,162,full_trace_mean_square,0.4255787345693316
100,-2,145,M,21,30,150,213,237,25,133,full_trace_mean_square,0.9319155192158287
100,-2,145,P,21,30,150,213,237,25,133,full_trace_mean_square,0.9468166008413412
100,-2,145,SLTA,21,30,150,213,237,25,133,full_trace_mean_square,0.8209213586808706
100,-2,145,Std,21,30,150,213,237,25,133,full_trace_mean_square,0.9471005285007176
100,-2,145,S,21,30,150,213,237,25,133,full_trace_mean_square,0.39278575403831
100,-2,145,K,21,30,150,213,237,25,133,full_trace_mean_square,0.47502259992705137
100,-2,146,M,21,30,150,213,237,25,178,full_trace_mean_square,0.9149137313456955
100,-2,146,P,21,30,150,213,237,25,178,full_trace_mean_square,0.9421283763103192
100,-2,146,SLTA,21,30,150,213,237,25,178,full_trace_mean_square,0.8073123394835209
100,-2,146,Std,21,30,150,213,237,25,178,full_trace_mean_square,0.9383856892422346
100,-2,146,S,21,30,150,213,237,25,178,full_trace_mean_square,0.4845213173651393
100,-2,146,K,21,30,150,213,237,25,178,full_trace_mean_square,0.4426874386267419
100,-2,147,M,21,30,150,213,237,25,138,full_trace_mean_square,0.9169223068063166
100,-2,147,P,21,30,150,213,237,25,138,full_trace_mean_square,0.9434590995986398
100,-2,147,SLTA,21,30,150,213,237,25,138,full_trace_mean_square,0.8367411208715182
100,-2,147,Std,21,30,150,213,237,25,138,full_trace_mean_square,0.9415533700245914
100,-2,147,S,21,30,150,213,237,25,138,full_trace_mean_square,0.35725453056880035
100,-2,147,K,21,30,150,213,237,25,138,full_trace_mean_square,0.511992330627186
100,-2,148,M,21,30,150,213,237,25,173,full_trace_mean_square,0.9185874308889376
100,-2,148,P,21,30,150,213,237,25,173,full_trace_mean_square,0.9417088307087381
100,-2,148,SLTA,21,30,150,213,237,25,173,full_trace_mean_square,0.8158591567004368
100,-2,148,Std,21,30,150,213,237,25,173,full_trace_mean_square,0.9432305008847531
100,-2,148,S,21,30,150,213,237,25,173,full_trace_mean_square,0.4965919867070087
100,-2,148,K,21,30,150,213,237,25,173,full_trace_mean_square,0.5819420376503313
100,-2,149,M,21,30,150,213,237,25,121,full_trace_mean_square,0.917351393117941
100,-2,149,P,21,30,150,213,237,25,121,full_trace_mean_square,0.9443882756639365
100,-2,149,SLTA,21,30,150,213,237,25,121,full_trace_mean_square,0.8217761994712799
100,-2,149,Std,21,30,150,213,237,25,121,full_trace_mean_square,0.9384607236833545
100,-2,149,S,21,30,150,213,237,25,121,full_trace_mean_square,0.26317965954328365
100,-2,149,K,21,30,150,213,237,25,121,full_trace_mean_square,0.42002106368735
100,-2,150,M,21,30,150,213,237,25,157,full_trace_mean_square,0.9150806928406227
100,-2,150,P,21,30,150,213,237,25,157,full_trace_mean_square,0.9436431354260325
100,-2,150,SLTA,21,30,150,213,237,25,157,full_trace_mean_square,0.8196033310051082
100,-2,150,Std,21,30,150,213,237,25,157,full_trace_mean_square,0.9401652676753852
100,-2,150,S,21,30,150,213,237,25,157,full_trace_mean_square,0.31208635230156956
100,-2,150,K,21,30,150,213,237,25,157,full_trace_mean_square,0.3314346328407311
100,-2,151,M,21,30,150,213,237,25,174,full_trace_mean_square,0.9119177782899872
100,-2,151,P,21,30,150,213,237,25,174,full_trace_mean_square,0.9429744361198991
100,-2,151,SLTA,21,30,150,213,237,25,174,full_trace_mean_square,0.8260702179304839
100,-2,151,Std,21,30,150,213,237,25,174,full_trace_mean_square,0.9397107402838726
100,-2,151,S,21,30,150,213,237,25,174,full_trace_mean_square,0.2564844674790775
100,-2,151,K,21,30,150,213,237,25,174,full_trace_mean_square,0.3992038268899388
100,-2,152,M,21,30,150,213,237,25,170,full_trace_mean_square,0.92907762842831
100,-2,152,P,21,30,150,213,237,25,170,full_trace_mean_square,0.941677341755108
100,-2,152,SLTA,21,30,150,213,237,25,170,full_trace_mean_square,0.8382779849378065
100,-2,152,Std,21,30,150,213,237,25,170,full_trace_mean_square,0.9485263838298016
100,-2,152,S,21,30,150,213,237,25,170,full_trace_mean_square,0.3852379678681277
100,-2,152,K,21,30,150,213,237,25,170,full_trace_mean_square,0.47765411926782336
100,-2,153,M,21,30,150,213,237,25,141,full_trace_mean_square,0.904315925277199
100,-2,153,P,21,30,150,213,237,25,141,full_trace_mean_square,0.9415296024374566
100,-2,153,SLTA,21,30,150,213,237,25,141,full_trace_mean_square,0.806788370288172
100,-2,153,Std,21,30,150,213,237,25,141,full_trace_mean_square,0.9382881416701614
100,-2,153,S,21,30,150,213,237,25,141,full_trace_mean_square,0.3914068194752173
100,-2,153,K,21,30,150,213,237,25,141,full_trace_mean_square,0.5101287587282745
100,-2,154,M,21,30,150,213,237,25,137,full_trace_mean_square,0.9294784319086241
100,-2,154,P,21,30,150,213,237,25,137,full_trace_mean_square,0.9455917487775052
100,-2,154,SLTA,21,30,150,213,237,25,137,full_trace_mean_square,0.8394206060396611
100,-2,154,Std,21,30,150,213,237,25,137,full_trace_mean_square,0.9474762990735146
100,-2,154,S,21,30,150,213,237,25,137,full_trace_mean_square,0.3598099698882692
100,-2,154,K,21,30,150,213,237,25,137,full_trace_mean_square,0.4561383619044397
100,-2,155,M,21,30,150,213,237,25,115,full_trace_mean_square,0.9167082309363097
100,-2,155,P,21,30,150,213,237,25,115,full_trace_mean_square,0.946737781676905
100,-2,155,SLTA,21,30,150,213,237,25,115,full_trace_mean_square,0.8251157028173471
100,-2,155,Std,21,30,150,213,237,25,115,full_trace_mean_square,0.9400446934775357
100,-2,155,S,21,30,150,213,237,25,115,full_trace_mean_square,0.3780283520470595
100,-2,155,K,21,30,150,213,237,25,115,full_trace_mean_square,0.44221951078000754
100,-2,156,M,21,30,150,213,237,25,147,full_trace_mean_square,0.932987423584402
100,-2,156,P,21,30,150,213,237,25,147,full_trace_mean_square,0.9469965299852967
100,-2,156,SLTA,21,30,150,213,237,25,147,full_trace_mean_square,0.8265008888541926
100,-2,156,Std,21,30,150,213,237,25,147,full_trace_mean_square,0.948699410983427
100,-2,156,S,21,30,150,213,237,25,147,full_trace_mean_square,0.4152969352595584
100,-2,156,K,21,30,150,213,237,25,147,full_trace_mean_square,0.3923073452254218
100,-2,157,M,21,30,150,213,237,25,154,full_trace_mean_square,0.9121604821717232
100,-2,157,P,21,30,150,213,237,25,154,full_trace_mean_square,0.9444261665986731
100,-2,157,SLTA,21,30,150,213,237,25,154,full_trace_mean_square,0.8233981743191202
100,-2,157,Std,21,30,150,213,237,25,154,full_trace_mean_square,0.9342394268356365
100,-2,157,S,21,30,150,213,237,25,154,full_trace_mean_square,0.3878296271077659
100,-2,157,K,21,30,150,213,237,25,154,full_trace_mean_square,0.4887863520414133
100,-2,158,M,21,30,150,213,237,25,158,full_trace_mean_square,0.9089607063822803
100,-2,158,P,21,30,150,213,237,25,158,full_trace_mean_square,0.9436900164934642
100,-2,158,SLTA,21,30,150,213,237,25,158,full_trace_mean_square,0.8022425759224078
100,-2,158,Std,21,30,150,213,237,25,158,full_trace_mean_square,0.9358665997099114
100,-2,158,S,21,30,150,213,237,25,158,full_trace_mean_square,0.3828556948432318
100,-2,158,K,21,30,150,213,237,25,158,full_trace_mean_square,0.42936074776396277
100,-2,159,M,21,30,150,213,237,25,130,full_trace_mean_square,0.9189213185225373
100,-2,159,P,21,30,150,213,237,25,130,full_trace_mean_square,0.9459705695163442
100,-2,159,SLTA,21,30,150,213,237,25,130,full_trace_mean_square,0.807121324790802
100,-2,159,Std,21,30,150,213,237,25,130,full_trace_mean_square,0.9436452556011897
100,-2,159,S,21,30,150,213,237,25,130,full_trace_mean_square,0.21253081922320813
100,-2,159,K,21,30,150,213,237,25,130,full_trace_mean_square,0.26710895416660835
100,-2,160,M,21,30,150,213,237,25,164,full_trace_mean_square,0.9246633283498285
100,-2,160,P,21,30,150,213,237,25,164,full_trace_mean_square,0.9447750208384549
100,-2,160,SLTA,21,30,150,213,237,25,164,full_trace_mean_square,0.8146104427966107
100,-2,160,Std,21,30,150,213,237,25,164,full_trace_mean_square,0.941131675620585
100,-2,160,S,21,30,150,213,237,25,164,full_trace_mean_square,0.3478378550090338
100,-2,160,K,21,30,150,213,237,25,164,full_trace_mean_square,0.45043312539306557
100,-2,161,M,21,30,150,213,237,25,132,full_trace_mean_square,0.9345482183691849
100,-2,161,P,21,30,150,213,237,25,132,full_trace_mean_square,0.9457845191688611
100,-2,161,SLTA,21,30,150,213,237,25,132,full_trace_mean_square,0.8249967304236595
100,-2,161,Std,21,30,150,213,237,25,132,full_trace_mean_square,0.9489650368356785
100,-2,161,S,21,30,150,213,237,25,132,full_trace_mean_square,0.32046096224205156
100,-2,161,K,21,30,150,213,237,25,132,full_trace_mean_square,0.46624444003550036
100,-2,162,M,21,30,150,213,237,25,159,full_trace_mean_square,0.9315971503022836
100,-2,162,P,21,30,150,213,237,25,159,full_trace_mean_square,0.9458294787990895
100,-2,162,SLTA,21,30,150,213,237,25,159,full_trace_mean_square,0.8317679292936966
100,-2,162,Std,21,30,150,213,237,25,159,full_trace_mean_square,0.9450695824317378
100,-2,162,S,21,30,150,213,237,25,159,full_trace_mean_square,0.3582046330917321
100,-2,162,K,21,30,150,213,237,25,159,full_trace_mean_square,0.35350020010578137
100,-2,163,M,21,30,150,213,237,25,140,full_trace_mean_square,0.9154798674503368
100,-2,163,P,21,30,150,213,237,25,140,full_trace_mean_square,0.9433541719602441
100,-2,163,SLTA,21,30,150,213,237,25,140,full_trace_mean_square,0.8019725793825109
100,-2,163,Std,21,30,150,213,237,25,140,full_trace_mean_square,0.9343963572655737
100,-2,163,S,21,30,150,213,237,25,140,full_trace_mean_square,0.41593741677249957
100,-2,163,K,21,30,150,213,237,25,140,full_trace_mean_square,0.5188219048734399
100,-2,164,M,21,30,150,213,237,25,141,full_trace_mean_square,0.935602930712202
100,-2,164,P,21,30,150,213,237,25,141,full_trace_mean_square,0.946926512763292
100,-2,164,SLTA,21,30,150,213,237,25,141,full_trace_mean_square,0.819922854307215
100,-2,164,Std,21,30,150,213,237,25,141,full_trace_mean_square,0.9487963854797915
100,-2,164,S,21,30,150,213,237,25,141,full_trace_mean_square,0.30475985405555966
100,-2,164,K,21,30,150,213,237,25,141,full_trace_mean_square,0.41750090412632324
100,-2,165,M,21,30,150,213,237,25,152,full_trace_mean_square,0.9231849102793617
100,-2,165,P,21,30,150,213,237,25,152,full_trace_mean_square,0.9453147884737236
100,-2,165,SLTA,21,30,150,213,237,25,152,full_trace_mean_square,0.8249316092223955
100,-2,165,Std,21,30,150,213,237,25,152,full_trace_mean_square,0.9410515735289725
100,-2,165,S,21,30,150,213,237,25,152,full_trace_mean_square,0.19423119223555074
100,-2,165,K,21,30,150,213,237,25,152,full_trace_mean_square,0.284137380290344
100,-2,166,M,21,30,150,213,237,25,137,full_trace_mean_square,0.9072298157401738
100,-2,166,P,21,30,150,213,237,25,137,full_trace_mean_square,0.9426989318149284
100,-2,166,SLTA,21,30,150,213,237,25,137,full_trace_mean_square,0.8222313178718405
100,-2,166,Std,21,30,150,213,237,25,137,full_trace_mean_square,0.9338720421116217
100,-2,166,S,21,30,150,213,237,25,137,full_trace_mean_square,0.47150628161612107
100,-2,166,K,21,30,150,213,237,25,137,full_trace_mean_square,0.5710698273627941
100,-2,167,M,21,30,150,213,237,25,161,full_trace_mean_square,0.9272564687652374
100,-2,167,P,21,30,150,213,237,25,161,full_trace_mean_square,0.9424297688232093
100,-2,167,SLTA,21,30,150,213,237,25,161,full_trace_mean_square,0.820061661006931
100,-2,167,Std,21,30,150,213,237,25,161,full_trace_mean_square,0.9468140930352679
100,-2,167,S,21,30,150,213,237,25,161,full_trace_mean_square,0.503704906410894
100,-2,167,K,21,30,150,213,237,25,161,full_trace_mean_square,0.5321977040808671
100,-2,168,M,21,30,150,213,237,25,144,full_trace_mean_square,0.9308540437704699
100,-2,168,P,21,30,150,213,237,25,144,full_trace_mean_square,0.9457958451312656
100,-2,168,SLTA,21,30,150,213,237,25,144,full_trace_mean_square,0.8258888136386785
100,-2,168,Std,21,30,150,213,237,25,144,full_trace_mean_square,0.9444464848054666
100,-2,168,S,21,30,150,213,237,25,144,full_trace_mean_square,0.24713213600259376
100,-2,168,K,21,30,150,213,237,25,144,full_trace_mean_square,0.30093091317847054
100,-2,169,M,21,30,150,213,237,25,147,full_trace_mean_square,0.9325502556976096
100,-2,169,P,21,30,150,213,237,25,147,full_trace_mean_square,0.9458690248544365
100,-2,169,SLTA,21,30,150,213,237,25,147,full_trace_mean_square,0.8421949789539215
100,-2,169,Std,21,30,150,213,237,25,147,full_trace_mean_square,0.9482736576243941
100,-2,169,S,21,30,150,213,237,25,147,full_trace_mean_square,0.24177993638408068
100,-2,169,K,21,30,150,213,237,25,147,full_trace_mean_square,0.31391979816572363
100,-2,170,M,21,30,150,213,237,25,162,full_trace_mean_square,0.9288742645812564
100,-2,170,P,21,30,150,213,237,25,162,full_trace_mean_square,0.9449467456582931
100,-2,170,SLTA,21,30,150,213,237,25,162,full_trace_mean_square,0.8280343122022384
100,-2,170,Std,21,30,150,213,237,25,162,full_trace_mean_square,0.9480554584135189
100,-2,170,S,21,30,150,213,237,25,162,full_trace_mean_square,0.36808182683384083
100,-2,170,K,21,30,150,213,237,25,162,full_trace_mean_square,0.3293045809900135
100,-2,171,M,21,30,150,213,237,25,162,full_trace_mean_square,0.9167552802649787
100,-2,171,P,21,30,150,213,237,25,162,full_trace_mean_square,0.9448158419425708
100,-2,171,SLTA,21,30,150,213,237,25,162,full_trace_mean_square,0.8287467036145942
100,-2,171,Std,21,30,150,213,237,25,162,full_trace_mean_square,0.9382916294632428
100,-2,171,S,21,30,150,213,237,25,162,full_trace_mean_square,0.2654556699495707
100,-2,171,K,21,30,150,213,237,25,162,full_trace_mean_square,0.2692313606717165
100,-2,172,M,21,30,150,213,237,25,144,full_trace_mean_square,0.9141937134438193
100,-2,172,P,21,30,150,213,237,25,144,full_trace_mean_square,0.9435859282005455
100,-2,172,SLTA,21,30,150,213,237,25,144,full_trace_mean_square,0.8230333434448149
100,-2,172,Std,21,30,150,213,237,25,144,full_trace_mean_square,0.9396465761638588
100,-2,172,S,21,30,150,213,237,25,144,full_trace_mean_square,0.3479726981923894
100,-2,172,K,21,30,150,213,237,25,144,full_trace_mean_square,0.4882973980610992
100,-2,173,M,21,30,150,213,237,25,144,full_trace_mean_square,0.9188079703518367
100,-2,173,P,21,30,150,213,237,25,144,full_trace_mean_square,0.9443549949846363
100,-2,173,SLTA,21,30,150,213,237,25,144,full_trace_mean_square,0.8354823595975231
100,-2,173,Std,21,30,150,213,237,25,144,full_trace_mean_square,0.9404035667341903
100,-2,173,S,21,30,150,213,237,25,144,full_trace_mean_square,0.362212049561386
100,-2,173,K,21,30,150,213,237,25,144,full_trace_mean_square,0.3943350047786363
100,-2,174,M,21,30,150,213,237,25,164,full_trace_mean_square,0.9205179570381457
100,-2,174,P,21,30,150,213,237,25,164,full_trace_mean_square,0.943268810102532
100,-2,174,SLTA,21,30,150,213,237,25,164,full_trace_mean_square,0.8046885954247929
100,-2,174,Std,21,30,150,213,237,25,164,full_trace_mean_square,0.9471362278952832
100,-2,174,S,21,30,150,213,237,25,164,full_trace_mean_square,0.3925506063454524
100,-2,174,K,21,30,150,213,237,25,164,full_trace_mean_square,0.47489671224666385
100,-2,175,M,21,30,150,213,237,25,149,full_trace_mean_square,0.9184522572994666
100,-2,175,P,21,30,150,213,237,25,149,full_trace_mean_square,0.9432293641370223
100,-2,175,SLTA,21,30,150,213,237,25,149,full_trace_mean_square,0.810454543573639
100,-2,175,Std,21,30,150,213,237,25,149,full_trace_mean_square,0.9404845284820823
100,-2,175,S,21,30,150,213,237,25,149,full_trace_mean_square,0.45023233919285927
100,-2,175,K,21,30,150,213,237,25,149,full_trace_mean_square,0.53450158319249
100,-2,176,M,21,30,150,213,237,25,131,full_trace_mean_square,0.9096875941531944
100,-2,176,P,21,30,150,213,237,25,131,full_trace_mean_square,0.9443330284128606
100,-2,176,SLTA,21,30,150,213,237,25,131,full_trace_mean_square,0.8012459822215501
100,-2,176,Std,21,30,150,213,237,25,131,full_trace_mean_square,0.9364337910534932
100,-2,176,S,21,30,150,213,237,25,131,full_trace_mean_square,0.2778138701076904
100,-2,176,K,21,30,150,213,237,25,131,full_trace_mean_square,0.37932864862813337
100,-2,177,M,21,30,150,213,237,25,147,full_trace_mean_square,0.9212616670697468
100,-2,177,P,21,30,150,213,237,25,147,full_trace_mean_square,0.9453462192226894
100,-2,177,SLTA,21,30,150,213,237,25,147,full_trace_mean_square,0.819153361213961
100,-2,177,Std,21,30,150,213,237,25,147,full_trace_mean_square,0.9417938217467029
100,-2,177,S,21,30,150,213,237,25,147,full_trace_mean_square,0.3486805371902777
100,-2,177,K,21,30,150,213,237,25,147,full_trace_mean_square,0.5450158387495923
100,-2,178,M,21,30,150,213,237,25,162,full_trace_mean_square,0.9307589403886561
100,-2,178,P,21,30,150,213,237,25,162,full_trace_mean_square,0.9442099446805301
100,-2,178,SLTA,21,30,150,213,237,25,162,full_trace_mean_square,0.8304618626892349
100,-2,178,Std,21,30,150,213,237,25,162,full_trace_mean_square,0.9489234791897693
100,-2,178,S,21,30,150,213,237,25,162,full_trace_mean_square,0.28795450105260273
100,-2,178,K,21,30,150,213,237,25,162,full_trace_mean_square,0.3948838869143352
100,-2,179,M,21,30,150,213,237,25,121,full_trace_mean_square,0.9243811008662425
100,-2,179,P,21,30,150,213,237,25,121,full_trace_mean_square,0.946189830609469
100,-2,179,SLTA,21,30,150,213,237,25,121,full_trace_mean_square,0.8270459442814605
100,-2,179,Std,21,30,150,213,237,25,121,full_trace_mean_square,0.943802024712176
100,-2,179,S,21,30,150,213,237,25,121,full_trace_mean_square,0.27080582840608397
100,-2,179,K,21,30,150,213,237,25,121,full_trace_mean_square,0.29197788598430696
100,-2,180,M,21,30,150,213,237,25,163,full_trace_mean_square,0.9319215778182391
100,-2,180,P,21,30,150,213,237,25,163,full_trace_mean_square,0.9465861258131292
100,-2,180,SLTA,21,30,150,213,237,25,163,full_trace_mean_square,0.8453437055671149
100,-2,180,Std,21,30,150,213,237,25,163,full_trace_mean_square,0.9454353785640676
100,-2,180,S,21,30,150,213,237,25,163,full_trace_mean_square,0.2758729547393565
100,-2,180,K,21,30,150,213,237,25,163,full_trace_mean_square,0.2582557928847929
100,-2,181,M,21,30,150,213,237,25,134,full_trace_mean_square,0.9215595326457766
100,-2,181,P,21,30,150,213,237,25,134,full_trace_mean_square,0.9456048216601227
100,-2,181,SLTA,21,30,150,213,237,25,134,full_trace_mean_square,0.832858268617329
100,-2,181,Std,21,30,150,213,237,25,134,full_trace_mean_square,0.9403970472848625
100,-2,181,S,21,30,150,213,237,25,134,full_trace_mean_square,0.2685047537281562
100,-2,181,K,21,30,150,213,237,25,134,full_trace_mean_square,0.3624609570990821
100,-2,182,M,21,30,150,213,237,25,147,full_trace_mean_square,0.9243326009154099
100,-2,182,P,21,30,150,213,237,25,147,full_trace_mean_square,0.9447589434750807
100,-2,182,SLTA,21,30,150,213,237,25,147,full_trace_mean_square,0.8379776618305507
100,-2,182,Std,21,30,150,213,237,25,147,full_trace_mean_square,0.9449724399378234
100,-2,182,S,21,30,150,213,237,25,147,full_trace_mean_square,0.32398999940473866
100,-2,182,K,21,30,150,213,237,25,147,full_trace_mean_square,0.3763680125326077
100,-2,183,M,21,30,150,213,237,25,152,full_trace_mean_square,0.916152272671084
100,-2,183,P,21,30,150,213,237,25,152,full_trace_mean_square,0.9441909314049677
100,-2,183,SLTA,21,30,150,213,237,25,152,full_trace_mean_square,0.8076732739419374
100,-2,183,Std,21,30,150,213,237,25,152,full_trace_mean_square,0.9412065310611176
100,-2,183,S,21,30,150,213,237,25,152,full_trace_mean_square,0.3135528776951567
100,-2,183,K,21,30,150,213,237,25,152,full_trace_mean_square,0.37570222584246393
100,-2,184,M,21,30,150,213,237,25,144,full_trace_mean_square,0.9194970218237531
100,-2,184,P,21,30,150,213,237,25,144,full_trace_mean_square,0.9437773643387872
100,-2,184,SLTA,21,30,150,213,237,25,144,full_trace_mean_square,0.8184794831852468
100,-2,184,Std,21,30,150,213,237,25,144,full_trace_mean_square,0.9404118115090198
100,-2,184,S,21,30,150,213,237,25,144,full_trace_mean_square,0.27981251724722866
100,-2,184,K,21,30,150,213,237,25,144,full_trace_mean_square,0.45163724504253483
100,-2,185,M,21,30,150,213,237,25,122,full_trace_mean_square,0.9301217400472045
100,-2,185,P,21,30,150,213,237,25,122,full_trace_mean_square,0.9468390794843266
100,-2,185,SLTA,21,30,150,213,237,25,122,full_trace_mean_square,0.842502972233301
100,-2,185,Std,21,30,150,213,237,25,122,full_trace_mean_square,0.9460299007971752
100,-2,185,S,21,30,150,213,237,25,122,full_trace_mean_square,0.30512050381298605
100,-2,185,K,21,30,150,213,237,25,122,full_trace_mean_square,0.42054251347776633
100,-2,186,M,21,30,150,213,237,25,162,full_trace_mean_square,0.9202605937264684
100,-2,186,P,21,30,150,213,237,25,162,full_trace_mean_square,0.943943674879676
100,-2,186,SLTA,21,30,150,213,237,25,162,full_trace_mean_square,0.8281815502830588
100,-2,186,Std,21,30,150,213,237,25,162,full_trace_mean_square,0.9435048826924499
100,-2,186,S,21,30,150,213,237,25,162,full_trace_mean_square,0.3200041866961876
100,-2,186,K,21,30,150,213,237,25,162,full_trace_mean_square,0.37571433414945654
100,-2,187,M,21,30,150,213,237,25,156,full_trace_mean_square,0.9192548123443283
100,-2,187,P,21,30,150,213,237,25,156,full_trace_mean_square,0.9443764963859145
100,-2,187,SLTA,21,30,150,213,237,25,156,full_trace_mean_square,0.822283155538858
100,-2,187,Std,21,30,150,213,237,25,156,full_trace_mean_square,0.9386696264955265
100,-2,187,S,21,30,150,213,237,25,156,full_trace_mean_square,0.2243966546326655
100,-2,187,K,21,30,150,213,237,25,156,full_trace_mean_square,0.3173513817738509
100,-2,188,M,21,30,150,213,237,25,178,full_trace_mean_square,0.9098969183627938
100,-2,188,P,21,30,150,213,237,25,178,full_trace_mean_square,0.9434143831302436
100,-2,188,SLTA,21,30,150,213,237,25,178,full_trace_mean_square,0.8188426997382379
100,-2,188,Std,21,30,150,213,237,25,178,full_trace_mean_square,0.9356170164867574
100,-2,188,S,21,30,150,213,237,25,178,full_trace_mean_square,0.2567170707357077
100,-2,188,K,21,30,150,213,237,25,178,full_trace_mean_square,0.375586821220594
100,-2,189,M,21,30,150,213,237,25,161,full_trace_mean_square,0.9067446083004157
100,-2,189,P,21,30,150,213,237,25,161,full_trace_mean_square,0.9426916609180024
100,-2,189,SLTA,21,30,150,213,237,25,161,full_trace_mean_square,0.8276506658638667
100,-2,189,Std,21,30,150,213,237,25,161,full_trace_mean_square,0.9395061727527622
100,-2,189,S,21,30,150,213,237,25,161,full_trace_mean_square,0.34177448926141
100,-2,189,K,21,30,150,213,237,25,161,full_trace_mean_square,0.37558232343642
100,-2,190,M,21,30,150,213,237,25,138,full_trace_mean_square,0.9296811104762233
100,-2,190,P,21,30,150,213,237,25,138,full_trace_mean_square,0.9454118488612284
100,-2,190,SLTA,21,30,150,213,237,25,138,full_trace_mean_square,0.8243881051482734
100,-2,190,Std,21,30,150,213,237,25,138,full_trace_mean_square,0.9428646329257083
100,-2,190,S,21,30,150,213,237,25,138,full_trace_mean_square,0.36481382142571916
100,-2,190,K,21,30,150,213,237,25,138,full_trace_mean_square,0.45429141387414473
100,-2,191,M,21,30,150,213,237,25,153,full_trace_mean_square,0.9139628822132277
100,-2,191,P,21,30,150,213,237,25,153,full_trace_mean_square,0.9446978716914055
100,-2,191,SLTA,21,30,150,213,237,25,153,full_trace_mean_square,0.8084770390377067
100,-2,191,Std,21,30,150,213,237,25,153,full_trace_mean_square,0.939799292671687
100,-2,191,S,21,30,150,213,237,25,153,full_trace_mean_square,0.3433902427262609
100,-2,191,K,21,30,150,213,237,25,153,full_trace_mean_square,0.43824126420806897
100,-2,192,M,21,30,150,213,237,25,141,full_trace_mean_square,0.930040968130623
100,-2,192,P,21,30,150,213,237,25,141,full_trace_mean_square,0.9466259867589496
100,-2,192,SLTA,21,30,150,213,237,25,141,full_trace_mean_square,0.8397787430714203
100,-2,192,Std,21,30,150,213,237,25,141,full_trace_mean_square,0.9496089744917152
100,-2,192,S,21,30,150,213,237,25,141,full_trace_mean_square,0.2955493970602495
100,-2,192,K,21,30,150,213,237,25,141,full_trace_mean_square,0.27377221182696626
100,-2,193,M,21,30,150,213,237,25,165,full_trace_mean_square,0.9376448394619231
100,-2,193,P,21,30,150,213,237,25,165,full_trace_mean_square,0.9450104374167452
100,-2,193,SLTA,21,30,150,213,237,25,165,full_trace_mean_square,0.8311538493691064
100,-2,193,Std,21,30,150,213,237,25,165,full_trace_mean_square,0.9513956511897037
100,-2,193,S,21,30,150,213,237,25,165,full_trace_mean_square,0.41962306236329133
100,-2,193,K,21,30,150,213,237,25,165,full_trace_mean_square,0.4614602809285906
100,-2,194,M,21,30,150,213,237,25,156,full_trace_mean_square,0.9319134794913014
100,-2,194,P,21,30,150,213,237,25,156,full_trace_mean_square,0.9442768297266376
100,-2,194,SLTA,21,30,150,213,237,25,156,full_trace_mean_square,0.8381742595588412
100,-2,194,Std,21,30,150,213,237,25,156,full_trace_mean_square,0.9495986414915671
100,-2,194,S,21,30,150,213,237,25,156,full_trace_mean_square,0.3304205098433527
100,-2,194,K,21,30,150,213,237,25,156,full_trace_mean_square,0.49897501904738145
100,-2,195,M,21,30,150,213,237,25,156,full_trace_mean_square,0.9062742512373505
100,-2,195,P,21,30,150,213,237,25,156,full_trace_mean_square,0.9422544917143875
100,-2,195,SLTA,21,30,150,213,237,25,156,full_trace_mean_square,0.8174669320199197
100,-2,195,Std,21,30,150,213,237,25,156,full_trace_mean_square,0.9348439251823558
100,-2,195,S,21,30,150,213,237,25,156,full_trace_mean_square,0.5232467832657965
100,-2,195,K,21,30,150,213,237,25,156,full_trace_mean_square,0.46908952618946775
100,-2,196,M,21,30,150,213,237,25,152,full_trace_mean_square,0.9213926802254075
100,-2,196,P,21,30,150,213,237,25,152,full_trace_mean_square,0.9454021807897891
100,-2,196,SLTA,21,30,150,213,237,25,152,full_trace_mean_square,0.8434531164264074
100,-2,196,Std,21,30,150,213,237,25,152,full_trace_mean_square,0.942813644902924
100,-2,196,S,21,30,150,213,237,25,152,full_trace_mean_square,0.32853423529143483
