frequency_hz,snr_db,repeat,feature,window_size,sta_size,lta_size,label_onset,label_end,label_width_samples,retained_scale_count,snr_definition,pearson_abs
100,-8,21,Std,21,30,150,213,237,25,117,full_trace_mean_square,0.8146849222084602
100,-8,21,S,21,30,150,213,237,25,117,full_trace_mean_square,0.27158900548930687
100,-8,21,K,21,30,150,213,237,25,117,full_trace_mean_square,0.26218523734545
100,-8,22,M,21,30,150,213,237,25,121,full_trace_mean_square,0.8786268551204284
100,-8,22,P,21,30,150,213,237,25,121,full_trace_mean_square,0.9386699005943216
100,-8,22,SLTA,21,30,150,213,237,25,121,full_trace_mean_square,0.8242408760146018
100,-8,22,Std,21,30,150,213,237,25,121,full_trace_mean_square,0.9024321233260352
100,-8,22,S,21,30,150,213,237,25,121,full_trace_mean_square,0.08747525124893489
100,-8,22,K,21,30,150,213,237,25,121,full_trace_mean_square,0.17347461243672654
100,-8,23,M,21,30,150,213,237,25,98,full_trace_mean_square,0.849749435617628
100,-8,23,P,21,30,150,213,237,25,98,full_trace_mean_square,0.9352268168804379
100,-8,23,SLTA,21,30,150,213,237,25,98,full_trace_mean_square,0.7967910282166751
100,-8,23,Std,21,30,150,213,237,25,98,full_trace_mean_square,0.8862845020446255
100,-8,23,S,21,30,150,213,237,25,98,full_trace_mean_square,0.1858919724448319
100,-8,23,K,21,30,150,213,237,25,98,full_trace_mean_square,0.19456230805704952
100,-8,24,M,21,30,150,213,237,25,131,full_trace_mean_square,0.8851085335254779
100,-8,24,P,21,30,150,213,237,25,131,full_trace_mean_square,0.935192822853248
100,-8,24,SLTA,21,30,150,213,237,25,131,full_trace_mean_square,0.8012707525074206
100,-8,24,Std,21,30,150,213,237,25,131,full_trace_mean_square,0.9021374626914678
100,-8,24,S,21,30,150,213,237,25,131,full_trace_mean_square,0.38035707410877806
100,-8,24,K,21,30,150,213,237,25,131,full_trace_mean_square,0.26189039934713576
100,-8,25,M,21,30,150,213,237,25,138,full_trace_mean_square,0.9037057079076657
100,-8,25,P,21,30,150,213,237,25,138,full_trace_mean_square,0.9419880603124571
100,-8,25,SLTA,21,30,150,213,237,25,138,full_trace_mean_square,0.8248891797439777
100,-8,25,Std,21,30,150,213,237,25,138,full_trace_mean_square,0.9182982676269483
100,-8,25,S,21,30,150,213,237,25,138,full_trace_mean_square,0.3853509852355587
100,-8,25,K,21,30,150,213,237,25,138,full_trace_mean_square,0.3127495576931383
100,-8,26,M,21,30,150,213,237,25,130,full_trace_mean_square,0.8450306462679049
100,-8,26,P,21,30,150,213,237,25,130,full_trace_mean_square,0.9282495294890134
100,-8,26,SLTA,21,30,150,213,237,25,130,full_trace_mean_square,0.7524461963784591
100,-8,26,Std,21,30,150,213,237,25,130,full_trace_mean_square,0.8705534467990883
100,-8,26,S,21,30,150,213,237,25,130,full_trace_mean_square,0.0686641170557253
100,-8,26,K,21,30,150,213,237,25,130,full_trace_mean_square,0.19722147466774156
100,-8,27,M,21,30,150,213,237,25,154,full_trace_mean_square,0.8793685537959677
100,-8,27,P,21,30,150,213,237,25,154,full_trace_mean_square,0.9396374629388043
100,-8,27,SLTA,21,30,150,213,237,25,154,full_trace_mean_square,0.8148837641709271
100,-8,27,Std,21,30,150,213,237,25,154,full_trace_mean_square,0.9054451669222195
100,-8,27,S,21,30,150,213,237,25,154,full_trace_mean_square,0.17782620457110193
100,-8,27,K,21,30,150,213,237,25,154,full_trace_mean_square,0.3500580116352371
100,-8,28,M,21,30,150,213,237,25,140,full_trace_mean_square,0.7910727074666851
100,-8,28,P,21,30,150,213,237,25,140,full_trace_mean_square,0.9108733810361422
100,-8,28,SLTA,21,30,150,213,237,25,140,full_trace_mean_square,0.7940781399340818
100,-8,28,Std,21,30,150,213,237,25,140,full_trace_mean_square,0.8547924665676743
100,-8,28,S,21,30,150,213,237,25,140,full_trace_mean_square,0.14037889857493802
100,-8,28,K,21,30,150,213,237,25,140,full_trace_mean_square,0.305346573180604
100,-8,29,M,21,30,150,213,237,25,155,full_trace_mean_square,0.8519818434344524
100,-8,29,P,21,30,150,213,237,25,155,full_trace_mean_square,0.9297456573251957
100,-8,29,SLTA,21,30,150,213,237,25,155,full_trace_mean_square,0.8162889283054888
100,-8,29,Std,21,30,150,213,237,25,155,full_trace_mean_square,0.8978518130152502
100,-8,29,S,21,30,150,213,237,25,155,full_trace_mean_square,0.3526733343680743
100,-8,29,K,21,30,150,213,237,25,155,full_trace_mean_square,0.4418915590362241
100,-8,30,M,21,30,150,213,237,25,117,full_trace_mean_square,0.7606978047643533
100,-8,30,P,21,30,150,213,237,25,117,full_trace_mean_square,0.9001050377590563
100,-8,30,SLTA,21,30,150,213,237,25,117,full_trace_mean_square,0.7910084944502465
100,-8,30,Std,21,30,150,213,237,25,117,full_trace_mean_square,0.8311970021431069
100,-8,30,S,21,30,150,213,237,25,117,full_trace_mean_square,0.08559970232603221
100,-8,30,K,21,30,150,213,237,25,117,full_trace_mean_square,0.4058961282458922
100,-8,31,M,21,30,150,213,237,25,131,full_trace_mean_square,0.8609155528185508
100,-8,31,P,21,30,150,213,237,25,131,full_trace_mean_square,0.9297461745245824
100,-8,31,SLTA,21,30,150,213,237,25,131,full_trace_mean_square,0.7896057071559235
100,-8,31,Std,21,30,150,213,237,25,131,full_trace_mean_square,0.8725380623207105
100,-8,31,S,21,30,150,213,237,25,131,full_trace_mean_square,0.01639138888140927
100,-8,31,K,21,30,150,213,237,25,131,full_trace_mean_square,0.06972967341714134
100,-8,32,M,21,30,150,213,237,25,103,full_trace_mean_square,0.7805226057186828
100,-8,32,P,21,30,150,213,237,25,103,full_trace_mean_square,0.9182529546778117
100,-8,32,SLTA,21,30,150,213,237,25,103,full_trace_mean_square,0.791737994315244
100,-8,32,Std,21,30,150,213,237,25,103,full_trace_mean_square,0.8489966479354008
100,-8,32,S,21,30,150,213,237,25,103,full_trace_mean_square,0.18107218902198172
100,-8,32,K,21,30,150,213,237,25,103,full_trace_mean_square,0.3566818233340538
100,-8,33,M,21,30,150,213,237,25,130,full_trace_mean_square,0.8030332554093474
100,-8,33,P,21,30,150,213,237,25,130,full_trace_mean_square,0.908581878841977
100,-8,33,SLTA,21,30,150,213,237,25,130,full_trace_mean_square,0.7674149351373185
100,-8,33,Std,21,30,150,213,237,25,130,full_trace_mean_square,0.8492371308926072
100,-8,33,S,21,30,150,213,237,25,130,full_trace_mean_square,0.4328730485485345
100,-8,33,K,21,30,150,213,237,25,130,full_trace_mean_square,0.4688374101210728
100,-8,34,M,21,30,150,213,237,25,114,full_trace_mean_square,0.8344875108535816
100,-8,34,P,21,30,150,213,237,25,114,full_trace_mean_square,0.9253739338927852
100,-8,34,SLTA,21,30,150,213,237,25,114,full_trace_mean_square,0.7956350485246431
100,-8,34,Std,21,30,150,213,237,25,114,full_trace_mean_square,0.872076287687252
100,-8,34,S,21,30,150,213,237,25,114,full_trace_mean_square,0.26691681585160637
100,-8,34,K,21,30,150,213,237,25,114,full_trace_mean_square,0.24429514765432347
100,-8,35,M,21,30,150,213,237,25,100,full_trace_mean_square,0.8791173915966132
100,-8,35,P,21,30,150,213,237,25,100,full_trace_mean_square,0.9376550447372285
100,-8,35,SLTA,21,30,150,213,237,25,100,full_trace_mean_square,0.8195952451632675
100,-8,35,Std,21,30,150,213,237,25,100,full_trace_mean_square,0.905616033018212
100,-8,35,S,21,30,150,213,237,25,100,full_trace_mean_square,0.217496629825282
100,-8,35,K,21,30,150,213,237,25,100,full_trace_mean_square,0.23100481768747808
100,-8,36,M,21,30,150,213,237,25,148,full_trace_mean_square,0.888668508307533
100,-8,36,P,21,30,150,213,237,25,148,full_trace_mean_square,0.9377517220164562
100,-8,36,SLTA,21,30,150,213,237,25,148,full_trace_mean_square,0.8180621495280939
100,-8,36,Std,21,30,150,213,237,25,148,full_trace_mean_square,0.917380750762514
100,-8,36,S,21,30,150,213,237,25,148,full_trace_mean_square,0.39002087444614925
100,-8,36,K,21,30,150,213,237,25,148,full_trace_mean_square,0.36137979529916864
100,-8,37,M,21,30,150,213,237,25,133,full_trace_mean_square,0.7910916391358073
100,-8,37,P,21,30,150,213,237,25,133,full_trace_mean_square,0.9182570792315942
100,-8,37,SLTA,21,30,150,213,237,25,133,full_trace_mean_square,0.7777978685900289
100,-8,37,Std,21,30,150,213,237,25,133,full_trace_mean_square,0.8590456096056409
100,-8,37,S,21,30,150,213,237,25,133,full_trace_mean_square,0.2960734574429342
100,-8,37,K,21,30,150,213,237,25,133,full_trace_mean_square,0.43447604340777357
100,-8,38,M,21,30,150,213,237,25,120,full_trace_mean_square,0.7833436660985137
100,-8,38,P,21,30,150,213,237,25,120,full_trace_mean_square,0.9148540232567768
100,-8,38,SLTA,21,30,150,213,237,25,120,full_trace_mean_square,0.7656880077630728
100,-8,38,Std,21,30,150,213,237,25,120,full_trace_mean_square,0.8480857280982416
100,-8,38,S,21,30,150,213,237,25,120,full_trace_mean_square,0.4439947242147412
100,-8,38,K,21,30,150,213,237,25,120,full_trace_mean_square,0.47960317420728804
100,-8,39,M,21,30,150,213,237,25,116,full_trace_mean_square,0.8585036383636059
100,-8,39,P,21,30,150,213,237,25,116,full_trace_mean_square,0.9284738571365947
100,-8,39,SLTA,21,30,150,213,237,25,116,full_trace_mean_square,0.7979804756446672
100,-8,39,Std,21,30,150,213,237,25,116,full_trace_mean_square,0.8870048822945005
100,-8,39,S,21,30,150,213,237,25,116,full_trace_mean_square,0.08219003549039429
100,-8,39,K,21,30,150,213,237,25,116,full_trace_mean_square,0.12658073488924781
100,-8,40,M,21,30,150,213,237,25,125,full_trace_mean_square,0.8366230499706122
100,-8,40,P,21,30,150,213,237,25,125,full_trace_mean_square,0.9255117054139725
100,-8,40,SLTA,21,30,150,213,237,25,125,full_trace_mean_square,0.7875382461410618
100,-8,40,Std,21,30,150,213,237,25,125,full_trace_mean_square,0.8757012079257572
100,-8,40,S,21,30,150,213,237,25,125,full_trace_mean_square,0.3228600702891463
100,-8,40,K,21,30,150,213,237,25,125,full_trace_mean_square,0.2267963054343127
100,-8,41,M,21,30,150,213,237,25,140,full_trace_mean_square,0.7946229755807123
100,-8,41,P,21,30,150,213,237,25,140,full_trace_mean_square,0.9207868538463224
100,-8,41,SLTA,21,30,150,213,237,25,140,full_trace_mean_square,0.748800781627982
100,-8,41,Std,21,30,150,213,237,25,140,full_trace_mean_square,0.8553571737598371
100,-8,41,S,21,30,150,213,237,25,140,full_trace_mean_square,0.32267438660774334
100,-8,41,K,21,30,150,213,237,25,140,full_trace_mean_square,0.3726312462325921
100,-8,42,M,21,30,150,213,237,25,133,full_trace_mean_square,0.8354979060650733
100,-8,42,P,21,30,150,213,237,25,133,full_trace_mean_square,0.9248432241730244
100,-8,42,SLTA,21,30,150,213,237,25,133,full_trace_mean_square,0.7878867852752004
100,-8,42,Std,21,30,150,213,237,25,133,full_trace_mean_square,0.87431705838805
100,-8,42,S,21,30,150,213,237,25,133,full_trace_mean_square,0.3775260195116201
100,-8,42,K,21,30,150,213,237,25,133,full_trace_mean_square,0.4126251153139364
100,-8,43,M,21,30,150,213,237,25,110,full_trace_mean_square,0.7944176764623814
100,-8,43,P,21,30,150,213,237,25,110,full_trace_mean_square,0.9188622637930327
100,-8,43,SLTA,21,30,150,213,237,25,110,full_trace_mean_square,0.7612063567773888
100,-8,43,Std,21,30,150,213,237,25,110,full_trace_mean_square,0.8344392361908554
100,-8,43,S,21,30,150,213,237,25,110,full_trace_mean_square,0.2572190775079846
100,-8,43,K,21,30,150,213,237,25,110,full_trace_mean_square,0.21147574550488454
100,-8,44,M,21,30,150,213,237,25,110,full_trace_mean_square,0.8507370664707615
100,-8,44,P,21,30,150,213,237,25,110,full_trace_mean_square,0.9244541505736252
100,-8,44,SLTA,21,30,150,213,237,25,110,full_trace_mean_square,0.7273706369299402
100,-8,44,Std,21,30,150,213,237,25,110,full_trace_mean_square,0.8655472954442893
100,-8,44,S,21,30,150,213,237,25,110,full_trace_mean_square,0.32873887664586016
100,-8,44,K,21,30,150,213,237,25,110,full_trace_mean_square,0.22818453758841498
100,-8,45,M,21,30,150,213,237,25,105,full_trace_mean_square,0.8217357299645262
100,-8,45,P,21,30,150,213,237,25,105,full_trace_mean_square,0.9185144768073343
100,-8,45,SLTA,21,30,150,213,237,25,105,full_trace_mean_square,0.7857557208663931
100,-8,45,Std,21,30,150,213,237,25,105,full_trace_mean_square,0.8683459374065281
100,-8,45,S,21,30,150,213,237,25,105,full_trace_mean_square,0.3043732131222948
100,-8,45,K,21,30,150,213,237,25,105,full_trace_mean_square,0.4157686780937418
100,-8,46,M,21,30,150,213,237,25,149,full_trace_mean_square,0.8173963118745031
100,-8,46,P,21,30,150,213,237,25,149,full_trace_mean_square,0.9120139470201634
100,-8,46,SLTA,21,30,150,213,237,25,149,full_trace_mean_square,0.7698999796716044
100,-8,46,Std,21,30,150,213,237,25,149,full_trace_mean_square,0.8489631668028781
100,-8,46,S,21,30,150,213,237,25,149,full_trace_mean_square,0.5842908902585411
100,-8,46,K,21,30,150,213,237,25,149,full_trace_mean_square,0.5772611412561035
100,-8,47,M,21,30,150,213,237,25,135,full_trace_mean_square,0.7423340754745031
100,-8,47,P,21,30,150,213,237,25,135,full_trace_mean_square,0.8980875577466012
100,-8,47,SLTA,21,30,150,213,237,25,135,full_trace_mean_square,0.7628949715532052
100,-8,47,Std,21,30,150,213,237,25,135,full_trace_mean_square,0.82568984167426
100,-8,47,S,21,30,150,213,237,25,135,full_trace_mean_square,0.2926273606656572
100,-8,47,K,21,30,150,213,237,25,135,full_trace_mean_square,0.452627805788709
100,-8,48,M,21,30,150,213,237,25,130,full_trace_mean_square,0.8671812852375802
100,-8,48,P,21,30,150,213,237,25,130,full_trace_mean_square,0.9370387058920113
100,-8,48,SLTA,21,30,150,213,237,25,130,full_trace_mean_square,0.8074541217173233
100,-8,48,Std,21,30,150,213,237,25,130,full_trace_mean_square,0.9045179364872764
100,-8,48,S,21,30,150,213,237,25,130,full_trace_mean_square,0.3046944556826673
100,-8,48,K,21,30,150,213,237,25,130,full_trace_mean_square,0.566861289425042
100,-8,49,M,21,30,150,213,237,25,144,full_trace_mean_square,0.8851208519227421
100,-8,49,P,21,30,150,213,237,25,144,full_trace_mean_square,0.9404568443109917
100,-8,49,SLTA,21,30,150,213,237,25,144,full_trace_mean_square,0.818899919478711
100,-8,49,Std,21,30,150,213,237,25,144,full_trace_mean_square,0.9222242139129061
100,-8,49,S,21,30,150,213,237,25,144,full_trace_mean_square,0.42893717438291956
100,-8,49,K,21,30,150,213,237,25,144,full_trace_mean_square,0.4969486309242393
100,-8,50,M,21,30,150,213,237,25,171,full_trace_mean_square,0.8139412090455085
100,-8,50,P,21,30,150,213,237,25,171,full_trace_mean_square,0.9246836342117286
100,-8,50,SLTA,21,30,150,213,237,25,171,full_trace_mean_square,0.7838023054823146
100,-8,50,Std,21,30,150,213,237,25,171,full_trace_mean_square,0.8607731548394592
100,-8,50,S,21,30,150,213,237,25,171,full_trace_mean_square,0.37883488577908897
100,-8,50,K,21,30,150,213,237,25,171,full_trace_mean_square,0.37081370260071644
100,-8,51,M,21,30,150,213,237,25,153,full_trace_mean_square,0.8072602997521251
100,-8,51,P,21,30,150,213,237,25,153,full_trace_mean_square,0.908062573708405
100,-8,51,SLTA,21,30,150,213,237,25,153,full_trace_mean_square,0.777379405947355
100,-8,51,Std,21,30,150,213,237,25,153,full_trace_mean_square,0.8568414502927714
100,-8,51,S,21,30,150,213,237,25,153,full_trace_mean_square,0.4528623880825784
100,-8,51,K,21,30,150,213,237,25,153,full_trace_mean_square,0.48525419947202597
100,-8,52,M,21,30,150,213,237,25,97,full_trace_mean_square,0.8846911495566031
100,-8,52,P,21,30,150,213,237,25,97,full_trace_mean_square,0.9368327804843587
100,-8,52,SLTA,21,30,150,213,237,25,97,full_trace_mean_square,0.8032000918482507
100,-8,52,Std,21,30,150,213,237,25,97,full_trace_mean_square,0.9028165605354183
100,-8,52,S,21,30,150,213,237,25,97,full_trace_mean_square,0.18273808978599684
100,-8,52,K,21,30,150,213,237,25,97,full_trace_mean_square,0.21289102930185913
100,-8,53,M,21,30,150,213,237,25,105,full_trace_mean_square,0.8353331289611513
100,-8,53,P,21,30,150,213,237,25,105,full_trace_mean_square,0.932175459000367
100,-8,53,SLTA,21,30,150,213,237,25,105,full_trace_mean_square,0.7900063464219106
100,-8,53,Std,21,30,150,213,237,25,105,full_trace_mean_square,0.8694518365403124
100,-8,53,S,21,30,150,213,237,25,105,full_trace_mean_square,0.2816916877545603
100,-8,53,K,21,30,150,213,237,25,105,full_trace_mean_square,0.292073539143465
100,-8,54,M,21,30,150,213,237,25,124,full_trace_mean_square,0.916132975175469
100,-8,54,P,21,30,150,213,237,25,124,full_trace_mean_square,0.9411324025231291
100,-8,54,SLTA,21,30,150,213,237,25,124,full_trace_mean_square,0.8265004617166648
100,-8,54,Std,21,30,150,213,237,25,124,full_trace_mean_square,0.9237641115503034
100,-8,54,S,21,30,150,213,237,25,124,full_trace_mean_square,0.08304571426864736
100,-8,54,K,21,30,150,213,237,25,124,full_trace_mean_square,0.13916654769490658
100,-8,55,M,21,30,150,213,237,25,112,full_trace_mean_square,0.870687791807821
100,-8,55,P,21,30,150,213,237,25,112,full_trace_mean_square,0.9372102090353374
100,-8,55,SLTA,21,30,150,213,237,25,112,full_trace_mean_square,0.7520762334681562
100,-8,55,Std,21,30,150,213,237,25,112,full_trace_mean_square,0.9041202489355807
100,-8,55,S,21,30,150,213,237,25,112,full_trace_mean_square,0.003772326197929096
100,-8,55,K,21,30,150,213,237,25,112,full_trace_mean_square,0.2144299251812977
100,-8,56,M,21,30,150,213,237,25,159,full_trace_mean_square,0.576993134530428
100,-8,56,P,21,30,150,213,237,25,159,full_trace_mean_square,0.8381267168916854
100,-8,56,SLTA,21,30,150,213,237,25,159,full_trace_mean_square,0.6574745774701166
100,-8,56,Std,21,30,150,213,237,25,159,full_trace_mean_square,0.7284508940773106
100,-8,56,S,21,30,150,213,237,25,159,full_trace_mean_square,0.3704787595747095
100,-8,56,K,21,30,150,213,237,25,159,full_trace_mean_square,0.5690430523134623
100,-8,57,M,21,30,150,213,237,25,143,full_trace_mean_square,0.8493955433602083
100,-8,57,P,21,30,150,213,237,25,143,full_trace_mean_square,0.924613238172638
100,-8,57,SLTA,21,30,150,213,237,25,143,full_trace_mean_square,0.7678517491743229
100,-8,57,Std,21,30,150,213,237,25,143,full_trace_mean_square,0.8722945358117683
100,-8,57,S,21,30,150,213,237,25,143,full_trace_mean_square,0.32427735814705577
100,-8,57,K,21,30,150,213,237,25,143,full_trace_mean_square,0.3225866917297435
100,-8,58,M,21,30,150,213,237,25,129,full_trace_mean_square,0.7730800830806954
100,-8,58,P,21,30,150,213,237,25,129,full_trace_mean_square,0.8924925853227494
100,-8,58,SLTA,21,30,150,213,237,25,129,full_trace_mean_square,0.7424199970690278
100,-8,58,Std,21,30,150,213,237,25,129,full_trace_mean_square,0.8310752153084267
100,-8,58,S,21,30,150,213,237,25,129,full_trace_mean_square,0.3622026640494206
100,-8,58,K,21,30,150,213,237,25,129,full_trace_mean_square,0.4881317217421662
100,-8,59,M,21,30,150,213,237,25,134,full_trace_mean_square,0.8483641487169715
100,-8,59,P,21,30,150,213,237,25,134,full_trace_mean_square,0.9311143455745315
100,-8,59,SLTA,21,30,150,213,237,25,134,full_trace_mean_square,0.8171145755118235
100,-8,59,Std,21,30,150,213,237,25,134,full_trace_mean_square,0.8818820753030827
100,-8,59,S,21,30,150,213,237,25,134,full_trace_mean_square,0.3631673434947642
100,-8,59,K,21,30,150,213,237,25,134,full_trace_mean_square,0.2977319512444042
100,-8,60,M,21,30,150,213,237,25,125,full_trace_mean_square,0.8660069588477256
100,-8,60,P,21,30,150,213,237,25,125,full_trace_mean_square,0.9340453905827709
100,-8,60,SLTA,21,30,150,213,237,25,125,full_trace_mean_square,0.8067275404592279
100,-8,60,Std,21,30,150,213,237,25,125,full_trace_mean_square,0.9069595197225802
100,-8,60,S,21,30,150,213,237,25,125,full_trace_mean_square,0.3067647139111252
100,-8,60,K,21,30,150,213,237,25,125,full_trace_mean_square,0.3796344507595176
100,-8,61,M,21,30,150,213,237,25,96,full_trace_mean_square,0.8425194229777134
100,-8,61,P,21,30,150,213,237,25,96,full_trace_mean_square,0.9261169906935887
100,-8,61,SLTA,21,30,150,213,237,25,96,full_trace_mean_square,0.7566537288775897
100,-8,61,Std,21,30,150,213,237,25,96,full_trace_mean_square,0.8648891827682739
100,-8,61,S,21,30,150,213,237,25,96,full_trace_mean_square,0.0429872022623309
100,-8,61,K,21,30,150,213,237,25,96,full_trace_mean_square,0.07896538532526211
100,-8,62,M,21,30,150,213,237,25,124,full_trace_mean_square,0.7251310655836721
100,-8,62,P,21,30,150,213,237,25,124,full_trace_mean_square,0.8828802042387026
100,-8,62,SLTA,21,30,150,213,237,25,124,full_trace_mean_square,0.7255242831089376
100,-8,62,Std,21,30,150,213,237,25,124,full_trace_mean_square,0.7994996861528701
100,-8,62,S,21,30,150,213,237,25,124,full_trace_mean_square,0.3568986598141293
100,-8,62,K,21,30,150,213,237,25,124,full_trace_mean_square,0.5079147711120712
100,-8,63,M,21,30,150,213,237,25,132,full_trace_mean_square,0.7869005955179494
100,-8,63,P,21,30,150,213,237,25,132,full_trace_mean_square,0.9160507827877798
100,-8,63,SLTA,21,30,150,213,237,25,132,full_trace_mean_square,0.7315624217328869
100,-8,63,Std,21,30,150,213,237,25,132,full_trace_mean_square,0.8436265423822215
100,-8,63,S,21,30,150,213,237,25,132,full_trace_mean_square,0.1757297508899887
100,-8,63,K,21,30,150,213,237,25,132,full_trace_mean_square,0.33331301311664047
100,-8,64,M,21,30,150,213,237,25,111,full_trace_mean_square,0.8564519023823781
100,-8,64,P,21,30,150,213,237,25,111,full_trace_mean_square,0.9187262382602891
100,-8,64,SLTA,21,30,150,213,237,25,111,full_trace_mean_square,0.7983786592142214
100,-8,64,Std,21,30,150,213,237,25,111,full_trace_mean_square,0.8844241762530902
100,-8,64,S,21,30,150,213,237,25,111,full_trace_mean_square,0.07636973570598773
100,-8,64,K,21,30,150,213,237,25,111,full_trace_mean_square,0.24804307965711017
100,-8,65,M,21,30,150,213,237,25,132,full_trace_mean_square,0.8699593422730002
100,-8,65,P,21,30,150,213,237,25,132,full_trace_mean_square,0.9333183425973454
100,-8,65,SLTA,21,30,150,213,237,25,132,full_trace_mean_square,0.8143226913142285
100,-8,65,Std,21,30,150,213,237,25,132,full_trace_mean_square,0.8930507699478253
100,-8,65,S,21,30,150,213,237,25,132,full_trace_mean_square,0.14771482665688285
100,-8,65,K,21,30,150,213,237,25,132,full_trace_mean_square,0.2626141763551698
100,-8,66,M,21,30,150,213,237,25,151,full_trace_mean_square,0.875358747888778
100,-8,66,P,21,30,150,213,237,25,151,full_trace_mean_square,0.9360416184559097
100,-8,66,SLTA,21,30,150,213,237,25,151,full_trace_mean_square,0.8188101261238462
100,-8,66,Std,21,30,150,213,237,25,151,full_trace_mean_square,0.9112731964647766
100,-8,66,S,21,30,150,213,237,25,151,full_trace_mean_square,0.46689378114036334
100,-8,66,K,21,30,150,213,237,25,151,full_trace_mean_square,0.6405907686183562
100,-8,67,M,21,30,150,213,237,25,117,full_trace_mean_square,0.8418045485893613
100,-8,67,P,21,30,150,213,237,25,117,full_trace_mean_square,0.9295022294862718
100,-8,67,SLTA,21,30,150,213,237,25,117,full_trace_mean_square,0.7920270803782218
100,-8,67,Std,21,30,150,213,237,25,117,full_trace_mean_square,0.8862129917232614
100,-8,67,S,21,30,150,213,237,25,117,full_trace_mean_square,0.2867100978473745
100,-8,67,K,21,30,150,213,237,25,117,full_trace_mean_square,0.445236975377684
100,-8,68,M,21,30,150,213,237,25,115,full_trace_mean_square,0.8784069318250508
100,-8,68,P,21,30,150,213,237,25,115,full_trace_mean_square,0.9363105991466885
100,-8,68,SLTA,21,30,150,213,237,25,115,full_trace_mean_square,0.8394056705670707
100,-8,68,Std,21,30,150,213,237,25,115,full_trace_mean_square,0.8994716584515933
100,-8,68,S,21,30,150,213,237,25,115,full_trace_mean_square,0.4242360081270703
100,-8,68,K,21,30,150,213,237,25,115,full_trace_mean_square,0.35784491619937736
100,-8,69,M,21,30,150,213,237,25,135,full_trace_mean_square,0.8705606627581939
100,-8,69,P,21,30,150,213,237,25,135,full_trace_mean_square,0.9326484935521554
100,-8,69,SLTA,21,30,150,213,237,25,135,full_trace_mean_square,0.7490233223806942
100,-8,69,Std,21,30,150,213,237,25,135,full_trace_mean_square,0.8935934634200837
100,-8,69,S,21,30,150,213,237,25,135,full_trace_mean_square,0.15672337908510695
100,-8,69,K,21,30,150,213,237,25,135,full_trace_mean_square,0.3731370435780242
100,-8,70,M,21,30,150,213,237,25,128,full_trace_mean_square,0.8212532887209816
100,-8,70,P,21,30,150,213,237,25,128,full_trace_mean_square,0.9204112443016045
100,-8,70,SLTA,21,30,150,213,237,25,128,full_trace_mean_square,0.79339741705078
100,-8,70,Std,21,30,150,213,237,25,128,full_trace_mean_square,0.8742216549244928
100,-8,70,S,21,30,150,213,237,25,128,full_trace_mean_square,0.12528119434952362
100,-8,70,K,21,30,150,213,237,25,128,full_trace_mean_square,0.2971562871381887
100,-8,71,M,21,30,150,213,237,25,146,full_trace_mean_square,0.7822576399670751
100,-8,71,P,21,30,150,213,237,25,146,full_trace_mean_square,0.9142255005953658
100,-8,71,SLTA,21,30,150,213,237,25,146,full_trace_mean_square,0.7860953554800313
100,-8,71,Std,21,30,150,213,237,25,146,full_trace_mean_square,0.8367097285258052
100,-8,71,S,21,30,150,213,237,25,146,full_trace_mean_square,0.3277132295771454
100,-8,71,K,21,30,150,213,237,25,146,full_trace_mean_square,0.34140264375421486
100,-8,72,M,21,30,150,213,237,25,149,full_trace_mean_square,0.8119179915470657
100,-8,72,P,21,30,150,213,237,25,149,full_trace_mean_square,0.8995698841246351
100,-8,72,SLTA,21,30,150,213,237,25,149,full_trace_mean_square,0.7386070126824353
100,-8,72,Std,21,30,150,213,237,25,149,full_trace_mean_square,0.8370647252097606
100,-8,72,S,21,30,150,213,237,25,149,full_trace_mean_square,0.22400888708594965
100,-8,72,K,21,30,150,213,237,25,149,full_trace_mean_square,0.459250075854496
100,-8,73,M,21,30,150,213,237,25,137,full_trace_mean_square,0.805370123916788
100,-8,73,P,21,30,150,213,237,25,137,full_trace_mean_square,0.9117972139972533
100,-8,73,SLTA,21,30,150,213,237,25,137,full_trace_mean_square,0.7968557061482335
100,-8,73,Std,21,30,150,213,237,25,137,full_trace_mean_square,0.8605577489732594
100,-8,73,S,21,30,150,213,237,25,137,full_trace_mean_square,0.33471530857632326
100,-8,73,K,21,30,150,213,237,25,137,full_trace_mean_square,0.5098841297267392
100,-8,74,M,21,30,150,213,237,25,124,full_trace_mean_square,0.8715862847200704
100,-8,74,P,21,30,150,213,237,25,124,full_trace_mean_square,0.9338966218974573
100,-8,74,SLTA,21,30,150,213,237,25,124,full_trace_mean_square,0.7764533568148921
100,-8,74,Std,21,30,150,213,237,25,124,full_trace_mean_square,0.8896924060726673
100,-8,74,S,21,30,150,213,237,25,124,full_trace_mean_square,0.3773304179095566
100,-8,74,K,21,30,150,213,237,25,124,full_trace_mean_square,0.30720475758682464
100,-8,75,M,21,30,150,213,237,25,137,full_trace_mean_square,0.8622106098992136
100,-8,75,P,21,30,150,213,237,25,137,full_trace_mean_square,0.9352387662688586
100,-8,75,SLTA,21,30,150,213,237,25,137,full_trace_mean_square,0.8130949683190133
100,-8,75,Std,21,30,150,213,237,25,137,full_trace_mean_square,0.895969875724457
100,-8,75,S,21,30,150,213,237,25,137,full_trace_mean_square,0.249915182954347
100,-8,75,K,21,30,150,213,237,25,137,full_trace_mean_square,0.3592883892129818
