frequency_hz,snr_db,repeat_id,feature_set,true_arrival,predicted_arrival,error_ms,abs_error_ms,le2ms,le5ms,le10ms,reliable,cluster_num,valid_peak_count,peak_position,stop_reason,hos_scale_count
100,-10.0,0,M,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,54
100,-10.0,0,P,288,294.0,6.0,6.0,False,False,True,True,2,1,302.0,unique_valid_peak,54
100,-10.0,0,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,54
100,-10.0,0,M+P,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,54
100,-10.0,0,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,54
100,-10.0,0,P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,54
100,-10.0,0,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,54
100,-10.0,1,M,288,295.0,7.0,7.0,False,False,True,True,4,1,298.0,unique_valid_peak,41
100,-10.0,1,P,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,41
100,-10.0,1,Std,288,294.0,6.0,6.0,False,False,True,True,4,1,304.0,unique_valid_peak,41
100,-10.0,1,M+P,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,41
100,-10.0,1,M+Std,288,294.0,6.0,6.0,False,False,True,True,4,1,298.0,unique_valid_peak,41
100,-10.0,1,P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,41
100,-10.0,1,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,41
100,-10.0,2,M,288,294.0,6.0,6.0,False,False,True,True,3,1,296.0,unique_valid_peak,56
100,-10.0,2,P,288,294.0,6.0,6.0,False,False,True,True,2,1,304.0,unique_valid_peak,56
100,-10.0,2,Std,288,291.0,3.0,3.0,False,True,True,True,2,1,306.0,unique_valid_peak,56
100,-10.0,2,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,303.0,unique_valid_peak,56
100,-10.0,2,M+Std,288,292.0,4.0,4.0,False,True,True,True,2,1,306.0,unique_valid_peak,56
100,-10.0,2,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,303.0,unique_valid_peak,56
100,-10.0,2,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,305.0,unique_valid_peak,56
100,-10.0,3,M,288,294.0,6.0,6.0,False,False,True,True,3,1,296.0,unique_valid_peak,58
100,-10.0,3,P,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,58
100,-10.0,3,Std,288,294.0,6.0,6.0,False,False,True,True,2,1,305.0,unique_valid_peak,58
100,-10.0,3,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,304.0,unique_valid_peak,58
100,-10.0,3,M+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,304.0,unique_valid_peak,58
100,-10.0,3,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,58
100,-10.0,3,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,304.0,unique_valid_peak,58
100,-10.0,4,M,288,295.0,7.0,7.0,False,False,True,True,3,1,303.0,unique_valid_peak,51
100,-10.0,4,P,288,294.0,6.0,6.0,False,False,True,True,2,1,303.0,unique_valid_peak,51
100,-10.0,4,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,51
100,-10.0,4,M+P,288,295.0,7.0,7.0,False,False,True,True,3,1,303.0,unique_valid_peak,51
100,-10.0,4,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,303.0,unique_valid_peak,51
100,-10.0,4,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,51
100,-10.0,4,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,51
100,-10.0,5,M,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,64
100,-10.0,5,P,288,295.0,7.0,7.0,False,False,True,True,2,1,302.0,unique_valid_peak,64
100,-10.0,5,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,64
100,-10.0,5,M+P,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,64
100,-10.0,5,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,64
100,-10.0,5,P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,64
100,-10.0,5,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,64
100,-10.0,6,M,288,295.0,7.0,7.0,False,False,True,True,5,1,298.0,unique_valid_peak,44
100,-10.0,6,P,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,44
100,-10.0,6,Std,288,295.0,7.0,7.0,False,False,True,True,5,1,298.0,unique_valid_peak,44
100,-10.0,6,M+P,288,295.0,7.0,7.0,False,False,True,True,4,1,298.0,unique_valid_peak,44
100,-10.0,6,M+Std,288,295.0,7.0,7.0,False,False,True,True,5,1,298.0,unique_valid_peak,44
100,-10.0,6,P+Std,288,292.0,4.0,4.0,False,True,True,True,3,1,295.0,unique_valid_peak,44
100,-10.0,6,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,4,1,298.0,unique_valid_peak,44
100,-10.0,7,M,288,,,,False,False,False,False,10,2,206.0,multiple_valid_peaks_at_cmax,40
100,-10.0,7,P,288,201.0,-87.0,87.0,False,False,False,True,8,1,207.0,unique_valid_peak,40
100,-10.0,7,Std,288,,,,False,False,False,False,10,2,201.0,multiple_valid_peaks_at_cmax,40
100,-10.0,7,M+P,288,,,,False,False,False,False,10,2,201.0,multiple_valid_peaks_at_cmax,40
100,-10.0,7,M+Std,288,,,,False,False,False,False,10,2,202.0,multiple_valid_peaks_at_cmax,40
100,-10.0,7,P+Std,288,,,,False,False,False,False,10,2,201.0,multiple_valid_peaks_at_cmax,40
100,-10.0,7,M+P+Std,288,,,,False,False,False,False,10,2,201.0,multiple_valid_peaks_at_cmax,40
100,-10.0,8,M,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,64
100,-10.0,8,P,288,293.0,5.0,5.0,False,True,True,True,2,1,295.0,unique_valid_peak,64
100,-10.0,8,Std,288,289.0,1.0,1.0,True,True,True,True,2,1,303.0,unique_valid_peak,64
100,-10.0,8,M+P,288,291.0,3.0,3.0,False,True,True,True,2,1,295.0,unique_valid_peak,64
100,-10.0,8,M+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,302.0,unique_valid_peak,64
100,-10.0,8,P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,302.0,unique_valid_peak,64
100,-10.0,8,M+P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,64
100,-10.0,9,M,288,295.0,7.0,7.0,False,False,True,True,2,1,297.0,unique_valid_peak,61
100,-10.0,9,P,288,295.0,7.0,7.0,False,False,True,True,2,1,298.0,unique_valid_peak,61
100,-10.0,9,Std,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,61
100,-10.0,9,M+P,288,295.0,7.0,7.0,False,False,True,True,2,1,298.0,unique_valid_peak,61
100,-10.0,9,M+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,61
100,-10.0,9,P+Std,288,295.0,7.0,7.0,False,False,True,True,2,1,297.0,unique_valid_peak,61
100,-10.0,9,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,2,1,298.0,unique_valid_peak,61
100,-10.0,10,M,288,293.0,5.0,5.0,False,True,True,True,3,1,295.0,unique_valid_peak,56
100,-10.0,10,P,288,293.0,5.0,5.0,False,True,True,True,2,1,295.0,unique_valid_peak,56
100,-10.0,10,Std,288,291.0,3.0,3.0,False,True,True,True,3,1,295.0,unique_valid_peak,56
100,-10.0,10,M+P,288,292.0,4.0,4.0,False,True,True,True,2,1,295.0,unique_valid_peak,56
100,-10.0,10,M+Std,288,292.0,4.0,4.0,False,True,True,True,3,1,295.0,unique_valid_peak,56
100,-10.0,10,P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,295.0,unique_valid_peak,56
100,-10.0,10,M+P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,295.0,unique_valid_peak,56
100,-10.0,11,M,288,292.0,4.0,4.0,False,True,True,True,2,1,303.0,unique_valid_peak,45
100,-10.0,11,P,288,294.0,6.0,6.0,False,False,True,True,2,1,302.0,unique_valid_peak,45
100,-10.0,11,Std,288,291.0,3.0,3.0,False,True,True,True,2,1,295.0,unique_valid_peak,45
100,-10.0,11,M+P,288,292.0,4.0,4.0,False,True,True,True,2,1,304.0,unique_valid_peak,45
100,-10.0,11,M+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,45
100,-10.0,11,P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,304.0,unique_valid_peak,45
100,-10.0,11,M+P+Std,288,292.0,4.0,4.0,False,True,True,True,2,1,304.0,unique_valid_peak,45
100,-10.0,12,M,288,295.0,7.0,7.0,False,False,True,True,3,1,304.0,unique_valid_peak,58
100,-10.0,12,P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,58
100,-10.0,12,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,58
100,-10.0,12,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,58
100,-10.0,12,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,58
100,-10.0,12,P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,58
100,-10.0,12,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,58
100,-10.0,13,M,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,77
100,-10.0,13,P,288,295.0,7.0,7.0,False,False,True,True,2,1,296.0,unique_valid_peak,77
100,-10.0,13,Std,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,77
100,-10.0,13,M+P,288,295.0,7.0,7.0,False,False,True,True,2,1,296.0,unique_valid_peak,77
100,-10.0,13,M+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,77
100,-10.0,13,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,302.0,unique_valid_peak,77
100,-10.0,13,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,302.0,unique_valid_peak,77
100,-10.0,14,M,288,290.0,2.0,2.0,True,True,True,True,2,1,295.0,unique_valid_peak,60
100,-10.0,14,P,288,294.0,6.0,6.0,False,False,True,True,2,1,302.0,unique_valid_peak,60
100,-10.0,14,Std,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,60
100,-10.0,14,M+P,288,291.0,3.0,3.0,False,True,True,True,2,1,302.0,unique_valid_peak,60
100,-10.0,14,M+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,303.0,unique_valid_peak,60
100,-10.0,14,P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,302.0,unique_valid_peak,60
100,-10.0,14,M+P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,302.0,unique_valid_peak,60
100,-10.0,15,M,288,295.0,7.0,7.0,False,False,True,True,3,1,305.0,unique_valid_peak,51
100,-10.0,15,P,288,295.0,7.0,7.0,False,False,True,True,2,1,298.0,unique_valid_peak,51
100,-10.0,15,Std,288,295.0,7.0,7.0,False,False,True,True,3,1,305.0,unique_valid_peak,51
100,-10.0,15,M+P,288,295.0,7.0,7.0,False,False,True,True,2,1,298.0,unique_valid_peak,51
100,-10.0,15,M+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,305.0,unique_valid_peak,51
100,-10.0,15,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,51
100,-10.0,15,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,299.0,unique_valid_peak,51
100,-10.0,16,M,288,291.0,3.0,3.0,False,True,True,True,3,1,305.0,unique_valid_peak,43
100,-10.0,16,P,288,291.0,3.0,3.0,False,True,True,True,2,1,305.0,unique_valid_peak,43
100,-10.0,16,Std,288,295.0,7.0,7.0,False,False,True,True,4,1,298.0,unique_valid_peak,43
100,-10.0,16,M+P,288,292.0,4.0,4.0,False,True,True,True,3,1,297.0,unique_valid_peak,43
100,-10.0,16,M+Std,288,295.0,7.0,7.0,False,False,True,True,4,1,298.0,unique_valid_peak,43
100,-10.0,16,P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,43
100,-10.0,16,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,43
100,-10.0,17,M,288,295.0,7.0,7.0,False,False,True,True,4,1,303.0,unique_valid_peak,34
100,-10.0,17,P,288,295.0,7.0,7.0,False,False,True,True,3,1,303.0,unique_valid_peak,34
100,-10.0,17,Std,288,295.0,7.0,7.0,False,False,True,True,4,1,305.0,unique_valid_peak,34
100,-10.0,17,M+P,288,295.0,7.0,7.0,False,False,True,True,4,1,303.0,unique_valid_peak,34
100,-10.0,17,M+Std,288,295.0,7.0,7.0,False,False,True,True,4,1,305.0,unique_valid_peak,34
100,-10.0,17,P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,305.0,unique_valid_peak,34
100,-10.0,17,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,4,1,303.0,unique_valid_peak,34
100,-10.0,18,M,288,294.0,6.0,6.0,False,False,True,True,3,1,304.0,unique_valid_peak,58
100,-10.0,18,P,288,292.0,4.0,4.0,False,True,True,True,2,1,295.0,unique_valid_peak,58
100,-10.0,18,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,295.0,unique_valid_peak,58
100,-10.0,18,M+P,288,292.0,4.0,4.0,False,True,True,True,2,1,304.0,unique_valid_peak,58
100,-10.0,18,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,304.0,unique_valid_peak,58
100,-10.0,18,P+Std,288,292.0,4.0,4.0,False,True,True,True,2,1,295.0,unique_valid_peak,58
100,-10.0,18,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,301.0,unique_valid_peak,58
100,-10.0,19,M,288,295.0,7.0,7.0,False,False,True,True,3,1,304.0,unique_valid_peak,49
100,-10.0,19,P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,49
100,-10.0,19,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,49
100,-10.0,19,M+P,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,49
100,-10.0,19,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,49
100,-10.0,19,P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,49
100,-10.0,19,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,49
100,-10.0,20,M,288,206.0,-82.0,82.0,False,False,False,True,2,1,305.0,unique_valid_peak,49
100,-10.0,20,P,288,294.0,6.0,6.0,False,False,True,True,2,1,304.0,unique_valid_peak,49
100,-10.0,20,Std,288,206.0,-82.0,82.0,False,False,False,True,2,1,295.0,unique_valid_peak,49
100,-10.0,20,M+P,288,293.0,5.0,5.0,False,True,True,True,2,1,304.0,unique_valid_peak,49
100,-10.0,20,M+Std,288,206.0,-82.0,82.0,False,False,False,True,2,1,305.0,unique_valid_peak,49
100,-10.0,20,P+Std,288,293.0,5.0,5.0,False,True,True,True,2,1,304.0,unique_valid_peak,49
100,-10.0,20,M+P+Std,288,293.0,5.0,5.0,False,True,True,True,2,1,304.0,unique_valid_peak,49
100,-10.0,21,M,288,294.0,6.0,6.0,False,False,True,True,3,1,303.0,unique_valid_peak,50
100,-10.0,21,P,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,50
100,-10.0,21,Std,288,291.0,3.0,3.0,False,True,True,True,2,1,305.0,unique_valid_peak,50
100,-10.0,21,M+P,288,293.0,5.0,5.0,False,True,True,True,2,1,297.0,unique_valid_peak,50
100,-10.0,21,M+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,305.0,unique_valid_peak,50
100,-10.0,21,P+Std,288,292.0,4.0,4.0,False,True,True,True,2,1,297.0,unique_valid_peak,50
100,-10.0,21,M+P+Std,288,292.0,4.0,4.0,False,True,True,True,2,1,297.0,unique_valid_peak,50
100,-10.0,22,M,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,49
100,-10.0,22,P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,49
100,-10.0,22,Std,288,294.0,6.0,6.0,False,False,True,True,2,1,295.0,unique_valid_peak,49
100,-10.0,22,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,49
100,-10.0,22,M+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,49
100,-10.0,22,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,49
100,-10.0,22,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,49
100,-10.0,23,M,288,290.0,2.0,2.0,True,True,True,True,3,1,304.0,unique_valid_peak,38
100,-10.0,23,P,288,294.0,6.0,6.0,False,False,True,True,2,1,304.0,unique_valid_peak,38
100,-10.0,23,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,295.0,unique_valid_peak,38
100,-10.0,23,M+P,288,290.0,2.0,2.0,True,True,True,True,2,1,295.0,unique_valid_peak,38
100,-10.0,23,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,304.0,unique_valid_peak,38
100,-10.0,23,P+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,295.0,unique_valid_peak,38
100,-10.0,23,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,304.0,unique_valid_peak,38
100,-10.0,24,M,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,46
100,-10.0,24,P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,46
100,-10.0,24,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,46
100,-10.0,24,M+P,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,46
100,-10.0,24,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,46
100,-10.0,24,P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,46
100,-10.0,24,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,46
100,-10.0,25,M,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,45
100,-10.0,25,P,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,45
100,-10.0,25,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,45
100,-10.0,25,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,45
100,-10.0,25,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,45
100,-10.0,25,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,45
100,-10.0,25,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,45
100,-10.0,26,M,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,59
100,-10.0,26,P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,59
100,-10.0,26,Std,288,294.0,6.0,6.0,False,False,True,True,2,1,305.0,unique_valid_peak,59
100,-10.0,26,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,59
100,-10.0,26,M+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,59
100,-10.0,26,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,59
100,-10.0,26,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,59
100,-10.0,27,M,288,207.0,-81.0,81.0,False,False,False,True,3,1,298.0,unique_valid_peak,65
100,-10.0,27,P,288,295.0,7.0,7.0,False,False,True,True,2,1,305.0,unique_valid_peak,65
100,-10.0,27,Std,288,295.0,7.0,7.0,False,False,True,True,3,1,298.0,unique_valid_peak,65
100,-10.0,27,M+P,288,295.0,7.0,7.0,False,False,True,True,3,1,305.0,unique_valid_peak,65
100,-10.0,27,M+Std,288,207.0,-81.0,81.0,False,False,False,True,3,1,305.0,unique_valid_peak,65
100,-10.0,27,P+Std,288,207.0,-81.0,81.0,False,False,False,True,2,1,296.0,unique_valid_peak,65
100,-10.0,27,M+P+Std,288,295.0,7.0,7.0,False,False,True,True,3,1,305.0,unique_valid_peak,65
100,-10.0,28,M,288,295.0,7.0,7.0,False,False,True,True,4,1,298.0,unique_valid_peak,61
100,-10.0,28,P,288,294.0,6.0,6.0,False,False,True,True,3,1,304.0,unique_valid_peak,61
100,-10.0,28,Std,288,279.0,-9.0,9.0,False,False,True,True,3,1,295.0,unique_valid_peak,61
100,-10.0,28,M+P,288,294.0,6.0,6.0,False,False,True,True,4,1,304.0,unique_valid_peak,61
100,-10.0,28,M+Std,288,279.0,-9.0,9.0,False,False,True,True,3,1,295.0,unique_valid_peak,61
100,-10.0,28,P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,61
100,-10.0,28,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,297.0,unique_valid_peak,61
100,-10.0,29,M,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,49
100,-10.0,29,P,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,49
100,-10.0,29,Std,288,293.0,5.0,5.0,False,True,True,True,2,1,305.0,unique_valid_peak,49
100,-10.0,29,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,297.0,unique_valid_peak,49
100,-10.0,29,M+Std,288,293.0,5.0,5.0,False,True,True,True,2,1,305.0,unique_valid_peak,49
100,-10.0,29,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,49
100,-10.0,29,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,49
100,-10.0,30,M,288,294.0,6.0,6.0,False,False,True,True,3,1,296.0,unique_valid_peak,58
100,-10.0,30,P,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,58
100,-10.0,30,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,58
100,-10.0,30,M+P,288,294.0,6.0,6.0,False,False,True,True,2,1,296.0,unique_valid_peak,58
100,-10.0,30,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,298.0,unique_valid_peak,58
100,-10.0,30,P+Std,288,294.0,6.0,6.0,False,False,True,True,2,1,298.0,unique_valid_peak,58
100,-10.0,30,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,296.0,unique_valid_peak,58
100,-10.0,31,M,288,294.0,6.0,6.0,False,False,True,True,3,1,296.0,unique_valid_peak,46
100,-10.0,31,P,288,292.0,4.0,4.0,False,True,True,True,2,1,303.0,unique_valid_peak,46
100,-10.0,31,Std,288,290.0,2.0,2.0,True,True,True,True,2,1,295.0,unique_valid_peak,46
100,-10.0,31,M+P,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,46
100,-10.0,31,M+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,295.0,unique_valid_peak,46
100,-10.0,31,P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,304.0,unique_valid_peak,46
100,-10.0,31,M+P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,304.0,unique_valid_peak,46
100,-10.0,32,M,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,48
100,-10.0,32,P,288,294.0,6.0,6.0,False,False,True,True,2,1,302.0,unique_valid_peak,48
100,-10.0,32,Std,288,291.0,3.0,3.0,False,True,True,True,2,1,295.0,unique_valid_peak,48
100,-10.0,32,M+P,288,292.0,4.0,4.0,False,True,True,True,2,1,303.0,unique_valid_peak,48
100,-10.0,32,M+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,295.0,unique_valid_peak,48
100,-10.0,32,P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,304.0,unique_valid_peak,48
100,-10.0,32,M+P+Std,288,291.0,3.0,3.0,False,True,True,True,2,1,303.0,unique_valid_peak,48
100,-10.0,33,M,288,265.0,-23.0,23.0,False,False,False,True,2,1,294.0,unique_valid_peak,57
100,-10.0,33,P,288,293.0,5.0,5.0,False,True,True,True,2,1,295.0,unique_valid_peak,57
100,-10.0,33,Std,288,265.0,-23.0,23.0,False,False,False,True,2,1,294.0,unique_valid_peak,57
100,-10.0,33,M+P,288,290.0,2.0,2.0,True,True,True,True,2,1,295.0,unique_valid_peak,57
100,-10.0,33,M+Std,288,265.0,-23.0,23.0,False,False,False,True,2,1,294.0,unique_valid_peak,57
100,-10.0,33,P+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,304.0,unique_valid_peak,57
100,-10.0,33,M+P+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,304.0,unique_valid_peak,57
100,-10.0,34,M,288,291.0,3.0,3.0,False,True,True,True,3,1,294.0,unique_valid_peak,41
100,-10.0,34,P,288,290.0,2.0,2.0,True,True,True,True,2,1,302.0,unique_valid_peak,41
100,-10.0,34,Std,288,290.0,2.0,2.0,True,True,True,True,3,1,294.0,unique_valid_peak,41
100,-10.0,34,M+P,288,290.0,2.0,2.0,True,True,True,True,2,1,302.0,unique_valid_peak,41
100,-10.0,34,M+Std,288,290.0,2.0,2.0,True,True,True,True,3,1,302.0,unique_valid_peak,41
100,-10.0,34,P+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,294.0,unique_valid_peak,41
100,-10.0,34,M+P+Std,288,290.0,2.0,2.0,True,True,True,True,2,1,303.0,unique_valid_peak,41
100,-10.0,35,M,288,291.0,3.0,3.0,False,True,True,True,3,1,302.0,unique_valid_peak,58
100,-10.0,35,P,288,291.0,3.0,3.0,False,True,True,True,2,1,304.0,unique_valid_peak,58
100,-10.0,35,Std,288,294.0,6.0,6.0,False,False,True,True,3,1,303.0,unique_valid_peak,58
100,-10.0,35,M+P,288,294.0,6.0,6.0,False,False,True,True,3,1,303.0,unique_valid_peak,58
100,-10.0,35,M+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,302.0,unique_valid_peak,58
100,-10.0,35,P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,303.0,unique_valid_peak,58
100,-10.0,35,M+P+Std,288,294.0,6.0,6.0,False,False,True,True,3,1,303.0,unique_valid_peak,58
100,-10.0,36,M,288,293.0,5.0,5.0,False,True,True,True,3,1,302.0,unique_valid_peak,43
100,-10.0,36,P,288,293.0,5.0,5.0,False,True,True,True,2,1,295.0,unique_valid_peak,43
100,-10.0,36,Std,288,293.0,5.0,5.0,False,True,True,True,3,1,295.0,unique_valid_peak,43
100,-10.0,36,M+P,288,291.0,3.0,3.0,False,True,True,True,2,1,305.0,unique_valid_peak,43
100,-10.0,36,M+Std,288,293.0,5.0,5.0,False,True,True,True,3,1,302.0,unique_valid_peak,43
