waveform,noise_type,frequency_hz,snr_db,repeat,preprocessing,feature,window_size,pearson_r,pc_abs,label_onset,label_end,label_width_samples,label_fraction,retained_scale_count,retained_scale_fraction,true_arrival,reference_method,true_peak_sample
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,23,0.9706101502594502,0.9706101502594502,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,25,0.9824750190846552,0.9824750190846552,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,27,0.9681807745009716,0.9681807745009716,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,29,0.9417441813478172,0.9417441813478172,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,31,0.9176895527810431,0.9176895527810431,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,33,0.8948121605682794,0.8948121605682794,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,35,0.8699918761552714,0.8699918761552714,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,37,0.8446243899985271,0.8446243899985271,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,91,CWT-calibrated_HOS-iCWT,P,39,0.8204525091803412,0.8204525091803412,288,312,25,0.025,58,0.58,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,3,0.5698821853831423,0.5698821853831423,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,5,0.6296368701705984,0.6296368701705984,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,7,0.6685214581697029,0.6685214581697029,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,9,0.7144816704089111,0.7144816704089111,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,11,0.7606439295437877,0.7606439295437877,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,13,0.806873636980339,0.806873636980339,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,15,0.8511866127996122,0.8511866127996122,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,17,0.8892549559231775,0.8892549559231775,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,19,0.9182207309467164,0.9182207309467164,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,21,0.9438672515512497,0.9438672515512497,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,23,0.9689432476382299,0.9689432476382299,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,25,0.9796851523018165,0.9796851523018165,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,27,0.9666405637841197,0.9666405637841197,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,29,0.9427902730250329,0.9427902730250329,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,31,0.921187942306792,0.921187942306792,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,33,0.8990809470513466,0.8990809470513466,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,35,0.8725114313130519,0.8725114313130519,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,37,0.8449070275696926,0.8449070275696926,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,92,CWT-calibrated_HOS-iCWT,P,39,0.8190034527496722,0.8190034527496722,288,312,25,0.025,48,0.48,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,3,0.5726106710365897,0.5726106710365897,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,5,0.6366048825386542,0.6366048825386542,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,7,0.6746463121864241,0.6746463121864241,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,9,0.7196070117773595,0.7196070117773595,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,11,0.7657043321036212,0.7657043321036212,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,13,0.8117252425199523,0.8117252425199523,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,15,0.855241022284893,0.855241022284893,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,17,0.8915635134409942,0.8915635134409942,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,19,0.9197648094094233,0.9197648094094233,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,21,0.9457672949786737,0.9457672949786737,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,23,0.9706136992111487,0.9706136992111487,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,25,0.9808670329549903,0.9808670329549903,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,27,0.9682284965131844,0.9682284965131844,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,29,0.9445986053141736,0.9445986053141736,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,31,0.9229554623809884,0.9229554623809884,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,33,0.9020670208049424,0.9020670208049424,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,35,0.8779809669259001,0.8779809669259001,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,37,0.8521079662140665,0.8521079662140665,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,93,CWT-calibrated_HOS-iCWT,P,39,0.8272848025096473,0.8272848025096473,288,312,25,0.025,57,0.57,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,3,0.5486845129461143,0.5486845129461143,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,5,0.608469992448272,0.608469992448272,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,7,0.6509589065153357,0.6509589065153357,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,9,0.6990567566085368,0.6990567566085368,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,11,0.747222733238328,0.747222733238328,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,13,0.7952373170273385,0.7952373170273385,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,15,0.841566491651371,0.841566491651371,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,17,0.8824364168574063,0.8824364168574063,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,19,0.9144495152895079,0.9144495152895079,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,21,0.9418388937640787,0.9418388937640787,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,23,0.9690096768544896,0.9690096768544896,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,25,0.9816659250554087,0.9816659250554087,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,27,0.9677902308879086,0.9677902308879086,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,29,0.9432082108875602,0.9432082108875602,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,31,0.9213071684085268,0.9213071684085268,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,33,0.8985626991209517,0.8985626991209517,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,35,0.8725130617227649,0.8725130617227649,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,37,0.846188401888663,0.846188401888663,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,94,CWT-calibrated_HOS-iCWT,P,39,0.8218045881247137,0.8218045881247137,288,312,25,0.025,53,0.53,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,3,0.602908574877987,0.602908574877987,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,5,0.6640133736551416,0.6640133736551416,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,7,0.6960835194480882,0.6960835194480882,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,9,0.738328890685565,0.738328890685565,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,11,0.7813200450273011,0.7813200450273011,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,13,0.8249182776532703,0.8249182776532703,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,15,0.8662057618118573,0.8662057618118573,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,17,0.8990363040488956,0.8990363040488956,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,19,0.9223574990725038,0.9223574990725038,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,21,0.9443429215953811,0.9443429215953811,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,23,0.9659375586959023,0.9659375586959023,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,25,0.9747208980666023,0.9747208980666023,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,27,0.9625871831842803,0.9625871831842803,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,29,0.9408207546868593,0.9408207546868593,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,31,0.9211938989564912,0.9211938989564912,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,33,0.9024743172354528,0.9024743172354528,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,35,0.8792914197864447,0.8792914197864447,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,37,0.8532362631818962,0.8532362631818962,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,95,CWT-calibrated_HOS-iCWT,P,39,0.8285176952675918,0.8285176952675918,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,3,0.6045775429963368,0.6045775429963368,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,5,0.6649702592422905,0.6649702592422905,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,7,0.6981591978098731,0.6981591978098731,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,9,0.7395489032166574,0.7395489032166574,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,11,0.782527471051161,0.782527471051161,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,13,0.8255875990588305,0.8255875990588305,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,15,0.8660021242494561,0.8660021242494561,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,17,0.8997399256728089,0.8997399256728089,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,19,0.9249617263749504,0.9249617263749504,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,21,0.947059462886493,0.947059462886493,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,23,0.9688506470013392,0.9688506470013392,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,25,0.9777065454142051,0.9777065454142051,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,27,0.964818060998503,0.964818060998503,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,29,0.9425597623633651,0.9425597623633651,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,31,0.9227956124466724,0.9227956124466724,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,33,0.9026757084835527,0.9026757084835527,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,35,0.8788342917446675,0.8788342917446675,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,37,0.8531981239469091,0.8531981239469091,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,96,CWT-calibrated_HOS-iCWT,P,39,0.8283976078964748,0.8283976078964748,288,312,25,0.025,41,0.41,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,3,0.5477823327648825,0.5477823327648825,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,5,0.6131069798262222,0.6131069798262222,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,7,0.6581672103577689,0.6581672103577689,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,9,0.7058928904289686,0.7058928904289686,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,11,0.7537327713159588,0.7537327713159588,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,13,0.8005089787934446,0.8005089787934446,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,15,0.8449063182015611,0.8449063182015611,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,17,0.8844434207608958,0.8844434207608958,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,19,0.9164092224474364,0.9164092224474364,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,21,0.9447760052228545,0.9447760052228545,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,23,0.9717700409304421,0.9717700409304421,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,25,0.9828019200331229,0.9828019200331229,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,27,0.9685866966062879,0.9685866966062879,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,29,0.9429896279238706,0.9429896279238706,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,31,0.9198292663041888,0.9198292663041888,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,33,0.8970022733420809,0.8970022733420809,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,35,0.8717967876288707,0.8717967876288707,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,37,0.8462217246514401,0.8462217246514401,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,97,CWT-calibrated_HOS-iCWT,P,39,0.8219044457650072,0.8219044457650072,288,312,25,0.025,51,0.51,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,3,0.5821321277764525,0.5821321277764525,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,5,0.6415043032695738,0.6415043032695738,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,7,0.6800663072139643,0.6800663072139643,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,9,0.7252432452191713,0.7252432452191713,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,11,0.7708231923069498,0.7708231923069498,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,13,0.8161754785335721,0.8161754785335721,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,15,0.8583061637703139,0.8583061637703139,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,17,0.8938418126049152,0.8938418126049152,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,19,0.9205207651615457,0.9205207651615457,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,21,0.9435110201348988,0.9435110201348988,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,23,0.9665447899129956,0.9665447899129956,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,25,0.9763952965904099,0.9763952965904099,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,27,0.9632452791280562,0.9632452791280562,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,29,0.9404033521168393,0.9404033521168393,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,31,0.9201306622922957,0.9201306622922957,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,33,0.8988603292368973,0.8988603292368973,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,35,0.873251891329047,0.873251891329047,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,37,0.8461626845237653,0.8461626845237653,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,98,CWT-calibrated_HOS-iCWT,P,39,0.8200354204423319,0.8200354204423319,288,312,25,0.025,50,0.5,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,3,0.6122374907223445,0.6122374907223445,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,5,0.6679545051274638,0.6679545051274638,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,7,0.6994801646402129,0.6994801646402129,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,9,0.740788592205625,0.740788592205625,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,11,0.7833260088610151,0.7833260088610151,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,13,0.8262897948717477,0.8262897948717477,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,15,0.8674375986793439,0.8674375986793439,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,17,0.9016404939137173,0.9016404939137173,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,19,0.9263207236436041,0.9263207236436041,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,21,0.9476150501036543,0.9476150501036543,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,23,0.9690667242271378,0.9690667242271378,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,25,0.9779308636876284,0.9779308636876284,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,27,0.9649134035214414,0.9649134035214414,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
ricker,WGN,100,-5.0,99,CWT-calibrated_HOS-iCWT,P,29,0.9428689632854368,0.9428689632854368,288,312,25,0.025,55,0.55,288,AIC_prepeak_clean,300
